Address,latitude,longitude
JR.SHAPAJA 6TA CUADRA S/N - BARRIO HUAYCO DE LA URB. SANTA INES (LOCAL EX CAMAL,-6.4931279,-76.3623455
CHAPICHICO MZ E LT-28 (ESQUINA DE AV. SAN MARTIN CON GONZALES PRADA - PARTE BAJA DEL COLEGIO LUNA PIZARRO),-12.0384329,-76.9570244
CALLE BOLOGNESI N° 381- CONTUMAZA( EX LOCAL DE DEMUNA),-12.0427215,-77.0340162
AH.HH. SAN FRANCISCO MZ J LT 09 SALON COMUNAL,37.7749295,-122.4194155
JR. PACHACUTEC CDRA 02 S/N - 2DO PISO DE LA MUNICIPALIDAD PROVINCIAL DE HUACAYBAMBA,-9.0950407,-76.83688959999999
3ER SECTOR DE WINCHANZAO MZ 33 LOTE 01 (COSTADO DEL CENTRO DE SALUD WINCHANZAO Y DE LA COMISARIA DE LA ESPERANZA ),-8.0568859,-79.05249979999999
CALLE COPACABANA N° 300 - 2 PISO (LOCAL COMUNAL),,
AV. BALLON S/N - 1RA CUADRA (A LA ESPALDA DEL HOSPITAL DE CHALHUANCA,-14.2951956,-73.24230039999999
JR.QUILIPE N° 145 - HUARMEY (LOCAL DE ONG- REAQUI RURACHUN- RADIO MANANTIAL),-10.0696687,-78.152911
CALLE PIURA N° 481 2DO PISO (FRENTE A LA OFICINA DE ENOSA),-5.1782884,-80.6548882
"JR. GRAU 159-161 , 1ER PISO (COSTADO DE RENIEC)",,
"JR. SAN MARTIN S/N MZ. B6 LT. 1 - BARRIO MALAMBO. (INTERIOR DEL ESTADIO MUNICIPAL DE HUAYLAS ""GERARDO LARA"" PUERTA N° 2 OCCIDENTE)",,
CALLE MANUEL PACAYA N° 377- INTERIOR DE LA MUNICIPALIDAD DE NAUTA,-4.5065713,-73.5757325
CALLE LORETO 385 - DISTRITO DE SAPOSOA - HUALLAGA.,-6.9373483,-76.7721936
PLAZA DE ARMAS S/N - LOCAL DE LA MUNICIPALIDAD PROVINCIAL DE COTABAMBAS- DISTRITO DE TAMBOBAMBA.,-13.3010672,-71.9633913
AV. CONFEDERACIÓN N° 222 -224 (1ER PISO DEL INABIF A MEDIA CUADRA DEL GRIFO COPACABANA),-12.0725527,-77.0614641
AV JORGE CHAVEZ 808 (FRENTE A LA IGLESIA DEL PILAR),-16.4084458,-71.53689969999999
"1RA CDRA DEL JR. ICA, S/N (EXTERIOR DEL COLISEO CERRADO DE CARHUAZ)",-9.281744,-77.6450215
AV. PERÚ S/N PUERTA 4 (ESTADIO MUNICIPAL LOS CHANCAS),-13.6568694,-73.3794303
JR. SARGENTO LORES S/N A 2 CUADRAS DE LA GERENCIA SUB REGIONAL DE BAGUA,-5.6428867,-78.525286
AV.ANGAMOS ESTE N°1820 - REF. FRENTE AL OPEN PLAZA ANGAMOS,-12.1116941,-77.0125394
CALLE RODOLFO RUTTÉ 718 - MAGDALENA DEL MAR,-12.090338,-77.06232899999999
JIRÓN UNIÓN S/N (FRENTE AL MERCADO CENTRAL),-12.0502027,-77.026427
CALLE HUÁSCAR N° 431,-3.5696714,-80.45758289999999
AV. ENRIQUE GUZMAN Y VALLE S/N INTERIOR DE LA CASA DE LA MUJER DE CHOSICA - 3 ER PISO,-12.0096967,-76.9053613
AV. OSCAR R. BENAVIDES N° 699 (INTERIOR DEL MUNICIPIO) - PRIMER PISO.,-12.0472216,-77.0506644
PLAZA JORGE CHAVEZ S/N (1ER PISO DE LA MUNICIPALIDAD PROVINCIAL DE ACOBAMBA),-12.0240527,-77.112036
JR. LIMA S/N (SÓTANO DEL PARQUE CENTENARIO),-12.0463731,-77.042754
AV. RAIMONI S/N CUADRA 10 - INTERIOR DE LA DIRECCION REGIONAL DEL MINISTERIO DEL TRABAJO Y DEL EMPELO.,,
JR. TACNA Nº 292 (REF. EX LOCAL DEL SERENAZGO),-12.0561578,-77.0845196
"JR. ARICA N° 388, 2 PISO (CRUCE DE JR. ARICA CON JR. SAN MARTÍN).",-6.496962799999999,-76.365414
CALLE AREQUIPA S/N - SAN ANTONIO DEL ESTRECHO (EX HOTEL MUNICIPAL-2 PISO),-16.4090474,-71.53745099999999
JR. ZAVALA 456 -PAMPAS (INTERIOR DE LOCAL MODULO ADULTO MAYOR PAMPAS- TAYACAJA),-12.3992902,-74.8659421
CALLE ZELA S/N - 2DO. PISO - COSTADO DEL PODER JUDICIAL,,
AV. CUSCO 416,-13.5306135,-71.9364696
"AVENIDA 2 DE MAYO N°710, PUERTO MALDONADO",-12.592623,-69.1821705
"CALLE AREQUIPA N° 261  FRENTE A LA PLAZA BOLOGNESI - MOLLENDO (SÓTANO DE LA MUNICIPALIDAD FRENTE A LA RENIEC) - ISLAY
AREQUIPA",-16.4090474,-71.53745099999999
CALLE VIRGEN DE FATIMA S/N 3ER PISO . EX HOTEL MUNICIPAL,,
PLAZA 28 DE JULIO Nº 401 - LOCAL DE LA MUNICIPALIDAD PROVINCIAL DE CARABAYA - (PUERTA POSTERIOR),-14.0691337,-70.4281661
CALLE JULIAN CRUZADO S/N - INTERIOR DEL GARAJE MUNICIPAL -BARRIO CALIFORNIA,36.778261,-119.4179324
URBANIZACION TAMBILLO S/N - URCOS- CASA DE LA JUVENTUD -QUISPICANCHI - CUSCO,-13.6824359,-71.62283550000001
"INTERIOR DE LA COMISARIA DE LA MUJER - SECTOR
2. GRUPO 15- A ESPALDAS DE LA CDRA. 8 DE LA AV. CESAR VALLEJO. ACTUALMENTE SE ENCUENTRA EN: SECTOR 3 GRUPO 21 MZ E LOTE 13 DE LA AV. LOS
ÁLAMOS CRUCE CON AV. BALLESTAS",-12.2216819,-76.9362182
CALLE PLAZA DE ARMAS N° 109,,
AV. JOHN F. KENNEDY N° 500 (REF. INTERIOR DE LA MUNICIPALIDAD DISTRITAL),18.4825243,-69.9446158
JR. COLON 533  HUACHO -  AL FRENTE DE COLEGIO DE MADRES DOMINICAS,-11.1227218,-77.61056789999999
JR. BELEN  N° 683( COSTADO DE NIÑA DE BELEN),,
"COMPLEJO RECREACIONAL DIEGO FERRER, ESQUINA CALLE DIEGO FERRER CON ESQUINA CALLE LOS GIRASOLES (ALTURA CRA. 22 AV. RIVA AGUERO) - SAN MIGUEL",-12.0111302,-77.0822012
"AV. SAN LUCAS S/N MZ. J, LOTE 01 AAHH VILLA SAN ANTONIO CARABAYLLO - LIMA . (PRIMERA ENTRADA DE SAN ANTONIO A 4 CUADRAS).",-11.792902,-76.9873477
JR. MALECÓN RÍO NEGRO MZ. L-5 LT.01 -  AGUAYTIA (REF. LOCAL DEL CEDIF),-9.0395314,-75.5131117
AV. MARCOS ZAPATA CON A VENIDA CUSCO (AL COSTADO DEL CENTRO DE SALUD DE SAN SEBASTA<IAN - LOCAL DE DEMUNA - 4TO PISO ) QUINTO PAREDERO DE SAN SEBASTIAN,-13.53195,-71.96746259999999
"AV. JOSÉ GÁLVEZ N° 660, 3ER PISO - (COSTADO DE CAJA MUNICIPAL)",-12.0667854,-77.0319585
PALACIO DE LA JUVENTUD - 6TOPISO AV. UNIVERSITARIA CUADRA 2086 (CRUCE AV. ANGELICA GAMARRA Y UNIVERSITARIA),-12.0029308,-77.0827819
AV. CENTRAL BRUCES S/N (INTERIOR DEL POLIDEPORTIVO BRUCES-PILAR NORES DE GARCIA),,
AV. VICTOR FAJARDO S/N CUADRA 7 (LOCAL DE LA GOBERNACION),,
AV. MARTIRES PETROLEROS S/N -2DO NIVEL (ESPALDAS DE LA MUNICIPALIDAD DE TALARA),-4.581151999999999,-81.26289609999999
"INTERIOR DE LA MUNICIPALIDAD DISTRITAL DE QUEROBAMBA, 2DO PISO (PLAZA DE ARMAS)",-13.9891662,-73.8183804
AV. 28 DE JULIO S/N PRIMER PISO DEL CENTRO CIVICO DE LA MUNICIPALIDAD PROVINCIAL DEL MARAÑON,-8.604282099999999,-77.15046260000001
SEGUNDO PISO DEL MERCADO DE PARURO (DIRECCIÓN PROVISIONAL),-13.7619463,-71.8476237
JR. MIGUEL DE CERVANTES S/N (PLAZA DE ARMAS),,
JR. MALECÓN RÍO NEGRO MZ. L-5 LT.01 -  AGUAYTIA (REF. LOCAL DEL CEDIF),-9.0395314,-75.5131117
JR.COOPERATIVA N° 220 - VILLA RICA (COSTADO DE LA MUNICIPALIDAD),-10.7394842,-75.2741089
JR. ALFONSO UGARTE N° 204 - PANAO - PACHITEA - (EX ES SALUD),-9.8979032,-75.9931798
PASAJE PAUL ESCOBAR 105 - VALLECIRO BAJO - SAN GABRIEL - VMT- REF: A 2 CUADRAS DE COMISARIA JOSE CARLOS MARIATEGUI,-12.1675125,-76.9201161
OFICINA ESTADIO ALMIRANTE MIGUEL GRAU S/N - AV. CARLOS SHUTTON - EL PEDREGAL - MAJES,-16.3571908,-72.1888149
JR. SAN MARTIN CDRA.10 -2DO PISO DEL MERCADO MODELO DE HUARI,-9.3483845,-77.1708039
JR. MATIAZA RIMACHI N°510 (INT. MUNICIPALIDAD PROVINCIAL DE RODRIGUEZ DE MENDOZA,-6.3956855,-77.4823035
"Calle Tigre N° 249-2° Piso- LOCAL DE LA MUNICIPALIDAD PROVINCIAL DATEM DEL MARAÑON
-SAN LORENZO-DATEM DEL MARAÑON",-4.827869300000001,-76.55362579999999
calle Patricio Mosquera S/N ex hotel Municipal,-0.6024716999999999,-80.42439279999999
AV.LOS AYLLUS S/N - LOCAL MUNICIPAL - 1ER PISO,,
JR. TACNA Nº 292 (REF. EX LOCAL DEL SERENAZGO),-12.0561578,-77.0845196
