user_id,signup_month,month,spend,treatment
22,8,6,407,True
22,8,7,451,True
22,8,8,415,True
22,8,9,484,True
22,8,10,502,True
22,8,11,521,True
22,8,12,529,True
23,0,1,484,False
23,0,2,500,False
23,0,3,483,False
23,0,4,421,False
23,0,5,446,False
23,0,6,454,False
23,0,7,439,False
23,0,8,426,False
23,0,9,429,False
23,0,10,400,False
23,0,11,388,False
23,0,12,367,False
24,0,1,498,False
24,0,2,463,False
24,0,3,515,False
24,0,4,477,False
24,0,5,441,False
24,0,6,407,False
24,0,7,464,False
24,0,8,404,False
24,0,9,394,False
24,0,10,390,False
24,0,11,386,False
24,0,12,339,False
25,0,1,486,False
25,0,2,483,False
25,0,3,486,False
25,0,4,445,False
25,0,5,434,False
25,0,6,428,False
25,0,7,429,False
25,0,8,413,False
25,0,9,408,False
25,0,10,372,False
25,0,11,351,False
25,0,12,396,False
26,0,1,519,False
26,0,2,530,False
26,0,3,447,False
26,0,4,469,False
26,0,5,447,False
26,0,6,423,False
26,0,7,405,False
26,0,8,407,False
26,0,9,388,False
26,0,10,422,False
26,0,11,409,False
26,0,12,426,False
27,0,1,495,False
27,0,2,508,False
27,0,3,500,False
27,0,4,448,False
27,0,5,447,False
27,0,6,446,False
27,0,7,421,False
27,0,8,401,False
27,0,9,393,False
27,0,10,431,False
27,0,11,366,False
27,0,12,407,False
28,3,1,510,True
28,3,2,460,True
28,3,3,433,True
28,3,4,558,True
28,3,5,539,True
28,3,6,556,True
28,3,7,504,True
28,3,8,497,True
28,3,9,505,True
28,3,10,508,True
28,3,11,531,True
28,3,12,496,True
29,0,1,458,False
29,0,2,449,False
29,0,3,473,False
29,0,4,446,False
29,0,5,443,False
29,0,6,490,False
29,0,7,423,False
29,0,8,445,False
29,0,9,412,False
29,0,10,443,False
29,0,11,378,False
29,0,12,365,False
30,1,1,500,True
30,1,2,585,True
30,1,3,538,True
30,1,4,589,True
30,1,5,585,True
30,1,6,526,True
30,1,7,533,True
30,1,8,505,True
30,1,9,528,True
30,1,10,519,True
30,1,11,494,True
30,1,12,466,True
31,6,1,492,True
31,6,2,491,True
31,6,3,462,True
31,6,4,466,True
31,6,5,419,True
31,6,6,457,True
31,6,7,544,True
31,6,8,529,True
31,6,9,518,True
31,6,10,460,True
31,6,11,507,True
31,6,12,494,True
32,10,1,442,True
32,10,2,477,True
32,10,3,476,True
32,10,4,439,True
32,10,5,422,True
32,10,6,407,True
32,10,7,454,True
32,10,8,414,True
32,10,9,425,True
32,10,10,391,True
32,10,11,456,True
32,10,12,488,True
33,0,1,479,False
33,0,2,468,False
33,0,3,457,False
33,0,4,476,False
33,0,5,473,False
33,0,6,429,False
33,0,7,455,False
33,0,8,398,False
33,0,9,430,False
33,0,10,404,False
33,0,11,360,False
33,0,12,388,False
34,3,1,480,True
34,3,2,508,True
34,3,3,490,True
34,3,4,619,True
34,3,5,553,True
34,3,6,520,True
34,3,7,549,True
34,3,8,567,True
34,3,9,474,True
34,3,10,501,True
34,3,11,480,True
34,3,12,495,True
35,1,1,469,True
35,1,2,575,True
35,1,3,565,True
35,1,4,521,True
35,1,5,549,True
35,1,6,515,True
35,1,7,478,True
35,1,8,535,True
35,1,9,558,True
35,1,10,516,True
35,1,11,475,True
35,1,12,470,True
36,11,1,482,True
36,11,2,487,True
36,11,3,509,True
36,11,4,474,True
36,11,5,457,True
36,11,6,412,True
36,11,7,439,True
36,11,8,428,True
36,11,9,407,True
36,11,10,431,True
36,11,11,391,True
36,11,12,428,True
37,0,1,511,False
37,0,2,498,False
37,0,3,484,False
37,0,4,476,False
37,0,5,434,False
37,0,6,456,False
37,0,7,414,False
37,0,8,423,False
37,0,9,462,False
37,0,10,381,False
37,0,11,415,False
37,0,12,396,False
38,3,1,496,True
38,3,2,467,True
38,3,3,444,True
38,3,4,557,True
38,3,5,526,True
38,3,6,515,True
38,3,7,526,True
38,3,8,533,True
38,3,9,464,True
38,3,10,512,True
38,3,11,475,True
38,3,12,469,True
39,5,1,460,True
39,5,2,458,True
39,5,3,482,True
39,5,4,492,True
39,5,5,415,True
39,5,6,519,True
39,5,7,569,True
39,5,8,520,True
39,5,9,514,True
39,5,10,491,True
39,5,11,483,True
39,5,12,459,True
40,8,1,496,True
40,8,2,479,True
40,8,3,508,True
40,8,4,440,True
40,8,5,456,True
40,8,6,449,True
40,8,7,396,True
40,8,8,465,True
40,8,9,501,True
40,8,10,507,True
40,8,11,499,True
40,8,12,509,True
41,0,1,462,False
41,0,2,486,False
41,0,3,473,False
41,0,4,473,False
41,0,5,413,False
41,0,6,428,False
41,0,7,418,False
41,0,8,429,False
41,0,9,427,False
41,0,10,400,False
41,0,11,364,False
41,0,12,375,False
42,10,1,466,True
42,10,2,469,True
42,10,3,443,True
42,10,4,448,True
42,10,5,448,True
42,10,6,461,True
42,10,7,440,True
42,10,8,414,True
42,10,9,400,True
42,10,10,414,True
42,10,11,493,True
42,10,12,487,True
43,5,1,471,True
43,5,2,487,True
43,5,3,469,True
43,5,4,482,True
43,5,5,441,True
43,5,6,534,True
43,5,7,474,True
43,5,8,528,True
43,5,9,498,True
43,5,10,531,True
43,5,11,492,True
43,5,12,498,True
44,0,1,458,False
44,0,2,484,False
44,0,3,429,False
44,0,4,425,False
44,0,5,454,False
44,0,6,436,False
44,0,7,421,False
44,0,8,394,False
44,0,9,410,False
44,0,10,426,False
44,0,11,428,False
44,0,12,360,False
45,2,1,489,True
45,2,2,511,True
45,2,3,558,True
45,2,4,550,True
45,2,5,543,True
45,2,6,566,True
45,2,7,533,True
45,2,8,510,True
45,2,9,518,True
45,2,10,532,True
45,2,11,458,True
45,2,12,497,True
46,8,1,488,True
46,8,2,489,True
46,8,3,515,True
46,8,4,446,True
46,8,5,472,True
46,8,6,485,True
46,8,7,473,True
46,8,8,431,True
46,8,9,505,True
46,8,10,503,True
46,8,11,515,True
46,8,12,467,True
47,0,1,519,False
47,0,2,482,False
47,0,3,454,False
47,0,4,456,False
47,0,5,438,False
47,0,6,472,False
47,0,7,403,False
47,0,8,420,False
47,0,9,408,False
47,0,10,379,False
47,0,11,403,False
47,0,12,381,False
48,2,1,470,True
48,2,2,482,True
48,2,3,572,True
48,2,4,604,True
48,2,5,550,True
48,2,6,548,True
48,2,7,533,True
48,2,8,544,True
48,2,9,474,True
48,2,10,503,True
48,2,11,521,True
48,2,12,455,True
49,8,1,466,True
49,8,2,511,True
49,8,3,496,True
49,8,4,474,True
49,8,5,441,True
49,8,6,426,True
49,8,7,429,True
49,8,8,434,True
49,8,9,497,True
49,8,10,495,True
49,8,11,521,True
49,8,12,476,True
50,0,1,489,False
50,0,2,487,False
50,0,3,449,False
50,0,4,481,False
50,0,5,483,False
50,0,6,453,False
50,0,7,418,False
50,0,8,431,False
50,0,9,390,False
50,0,10,395,False
50,0,11,368,False
50,0,12,394,False
51,0,1,492,False
51,0,2,494,False
51,0,3,470,False
51,0,4,470,False
51,0,5,498,False
51,0,6,430,False
51,0,7,423,False
51,0,8,423,False
51,0,9,416,False
51,0,10,380,False
51,0,11,366,False
51,0,12,403,False
52,0,1,523,False
52,0,2,492,False
52,0,3,451,False
52,0,4,461,False
52,0,5,463,False
52,0,6,450,False
52,0,7,430,False
52,0,8,415,False
52,0,9,410,False
52,0,10,410,False
52,0,11,401,False
52,0,12,444,False
53,0,1,465,False
53,0,2,480,False
53,0,3,472,False
53,0,4,446,False
53,0,5,475,False
53,0,6,419,False
53,0,7,458,False
53,0,8,390,False
53,0,9,431,False
53,0,10,424,False
53,0,11,406,False
53,0,12,375,False
54,0,1,515,False
54,0,2,514,False
54,0,3,514,False
54,0,4,441,False
54,0,5,458,False
54,0,6,453,False
54,0,7,438,False
54,0,8,426,False
54,0,9,381,False
54,0,10,404,False
54,0,11,387,False
54,0,12,380,False
55,0,1,486,False
55,0,2,482,False
55,0,3,446,False
55,0,4,468,False
55,0,5,462,False
55,0,6,423,False
55,0,7,411,False
55,0,8,409,False
55,0,9,393,False
55,0,10,419,False
55,0,11,402,False
55,0,12,375,False
56,0,1,448,False
56,0,2,506,False
56,0,3,497,False
56,0,4,411,False
56,0,5,431,False
56,0,6,454,False
56,0,7,427,False
56,0,8,446,False
56,0,9,434,False
56,0,10,387,False
56,0,11,398,False
56,0,12,364,False
57,9,1,492,True
57,9,2,494,True
57,9,3,490,True
57,9,4,469,True
57,9,5,413,True
57,9,6,462,True
57,9,7,412,True
57,9,8,444,True
57,9,9,394,True
57,9,10,489,True
57,9,11,538,True
57,9,12,477,True
58,0,1,476,False
58,0,2,456,False
58,0,3,495,False
58,0,4,451,False
58,0,5,482,False
58,0,6,425,False
58,0,7,433,False
58,0,8,430,False
58,0,9,399,False
58,0,10,348,False
58,0,11,419,False
58,0,12,395,False
59,4,1,487,True
59,4,2,492,True
59,4,3,458,True
59,4,4,471,True
59,4,5,518,True
59,4,6,541,True
59,4,7,539,True
59,4,8,481,True
59,4,9,485,True
59,4,10,521,True
59,4,11,479,True
59,4,12,508,True
60,1,1,507,True
60,1,2,569,True
60,1,3,563,True
60,1,4,543,True
60,1,5,543,True
60,1,6,515,True
60,1,7,555,True
60,1,8,504,True
60,1,9,517,True
60,1,10,481,True
60,1,11,466,True
60,1,12,502,True
61,0,1,480,False
61,0,2,467,False
61,0,3,436,False
61,0,4,478,False
61,0,5,452,False
61,0,6,447,False
61,0,7,410,False
61,0,8,427,False
61,0,9,445,False
61,0,10,432,False
61,0,11,373,False
61,0,12,397,False
62,11,1,480,True
62,11,2,459,True
62,11,3,476,True
62,11,4,450,True
62,11,5,454,True
62,11,6,424,True
62,11,7,470,True
62,11,8,428,True
62,11,9,437,True
62,11,10,408,True
62,11,11,342,True
62,11,12,448,True
63,0,1,455,False
63,0,2,478,False
63,0,3,470,False
63,0,4,483,False
63,0,5,443,False
63,0,6,457,False
63,0,7,438,False
63,0,8,412,False
63,0,9,470,False
63,0,10,405,False
63,0,11,382,False
63,0,12,352,False
64,0,1,519,False
64,0,2,476,False
64,0,3,486,False
64,0,4,491,False
64,0,5,446,False
64,0,6,429,False
64,0,7,476,False
64,0,8,379,False
64,0,9,388,False
64,0,10,392,False
64,0,11,401,False
64,0,12,403,False
65,9,1,471,True
65,9,2,534,True
65,9,3,455,True
65,9,4,473,True
65,9,5,425,True
65,9,6,377,True
65,9,7,457,True
65,9,8,418,True
65,9,9,426,True
65,9,10,528,True
65,9,11,472,True
65,9,12,445,True
66,0,1,489,False
66,0,2,443,False
66,0,3,457,False
66,0,4,493,False
66,0,5,430,False
66,0,6,415,False
66,0,7,443,False
66,0,8,439,False
66,0,9,417,False
66,0,10,375,False
66,0,11,427,False
66,0,12,371,False
67,0,1,484,False
67,0,2,491,False
67,0,3,431,False
67,0,4,520,False
67,0,5,485,False
67,0,6,435,False
67,0,7,440,False
67,0,8,452,False
67,0,9,422,False
67,0,10,416,False
67,0,11,362,False
67,0,12,394,False
68,11,1,505,True
68,11,2,498,True
68,11,3,497,True
68,11,4,481,True
68,11,5,457,True
68,11,6,443,True
68,11,7,416,True
68,11,8,392,True
68,11,9,400,True
68,11,10,405,True
68,11,11,412,True
68,11,12,467,True
69,6,1,468,True
69,6,2,519,True
69,6,3,511,True
69,6,4,482,True
69,6,5,392,True
69,6,6,446,True
69,6,7,536,True
69,6,8,578,True
69,6,9,548,True
69,6,10,471,True
69,6,11,482,True
69,6,12,466,True
70,0,1,512,False
70,0,2,449,False
70,0,3,466,False
70,0,4,406,False
70,0,5,418,False
70,0,6,455,False
70,0,7,437,False
70,0,8,398,False
70,0,9,368,False
70,0,10,438,False
70,0,11,395,False
70,0,12,380,False
71,7,1,483,True
71,7,2,471,True
71,7,3,429,True
71,7,4,467,True
71,7,5,426,True
71,7,6,422,True
71,7,7,452,True
71,7,8,502,True
71,7,9,499,True
71,7,10,486,True
71,7,11,492,True
71,7,12,493,True
72,10,1,478,True
72,10,2,507,True
72,10,3,477,True
72,10,4,455,True
72,10,5,472,True
72,10,6,439,True
72,10,7,445,True
72,10,8,395,True
72,10,9,429,True
72,10,10,432,True
72,10,11,505,True
72,10,12,494,True
73,6,1,463,True
73,6,2,466,True
73,6,3,457,True
73,6,4,449,True
73,6,5,441,True
73,6,6,429,True
73,6,7,529,True
73,6,8,545,True
73,6,9,494,True
73,6,10,500,True
73,6,11,518,True
73,6,12,525,True
74,0,1,503,False
74,0,2,464,False
74,0,3,497,False
74,0,4,452,False
74,0,5,433,False
74,0,6,421,False
74,0,7,412,False
74,0,8,391,False
74,0,9,381,False
74,0,10,429,False
74,0,11,369,False
74,0,12,391,False
75,7,1,516,True
75,7,2,460,True
75,7,3,455,True
75,7,4,489,True
75,7,5,409,True
75,7,6,399,True
75,7,7,452,True
75,7,8,504,True
75,7,9,490,True
75,7,10,490,True
75,7,11,500,True
75,7,12,483,True
76,9,1,494,True
76,9,2,470,True
76,9,3,489,True
76,9,4,442,True
76,9,5,485,True
76,9,6,420,True
76,9,7,444,True
76,9,8,403,True
76,9,9,407,True
76,9,10,510,True
76,9,11,437,True
76,9,12,470,True
77,8,1,457,True
77,8,2,465,True
77,8,3,491,True
77,8,4,493,True
77,8,5,442,True
77,8,6,420,True
77,8,7,444,True
77,8,8,375,True
77,8,9,498,True
77,8,10,517,True
77,8,11,489,True
77,8,12,458,True
78,0,1,471,False
78,0,2,508,False
78,0,3,482,False
78,0,4,465,False
78,0,5,444,False
78,0,6,431,False
78,0,7,419,False
78,0,8,383,False
78,0,9,407,False
78,0,10,414,False
78,0,11,391,False
78,0,12,367,False
79,1,1,516,True
79,1,2,561,True
79,1,3,612,True
79,1,4,587,True
79,1,5,550,True
79,1,6,560,True
79,1,7,536,True
79,1,8,544,True
79,1,9,536,True
79,1,10,474,True
79,1,11,519,True
79,1,12,496,True
80,0,1,513,False
80,0,2,513,False
80,0,3,452,False
80,0,4,466,False
80,0,5,437,False
80,0,6,428,False
80,0,7,419,False
80,0,8,444,False
80,0,9,445,False
80,0,10,426,False
80,0,11,410,False
80,0,12,376,False
81,8,1,522,True
81,8,2,471,True
81,8,3,467,True
81,8,4,469,True
81,8,5,442,True
81,8,6,409,True
81,8,7,397,True
81,8,8,401,True
81,8,9,527,True
81,8,10,484,True
81,8,11,489,True
81,8,12,502,True
82,0,1,511,False
82,0,2,480,False
82,0,3,453,False
82,0,4,429,False
82,0,5,416,False
82,0,6,433,False
82,0,7,448,False
82,0,8,419,False
82,0,9,418,False
82,0,10,370,False
82,0,11,402,False
82,0,12,406,False
83,0,1,466,False
83,0,2,474,False
83,0,3,442,False
83,0,4,477,False
83,0,5,431,False
83,0,6,436,False
83,0,7,421,False
83,0,8,422,False
83,0,9,381,False
83,0,10,396,False
83,0,11,405,False
83,0,12,391,False
84,0,1,500,False
84,0,2,525,False
84,0,3,486,False
84,0,4,457,False
84,0,5,442,False
84,0,6,434,False
84,0,7,409,False
84,0,8,382,False
84,0,9,437,False
84,0,10,386,False
84,0,11,402,False
84,0,12,388,False
85,0,1,478,False
85,0,2,479,False
85,0,3,426,False
85,0,4,447,False
85,0,5,441,False
85,0,6,408,False
85,0,7,424,False
85,0,8,441,False
85,0,9,382,False
85,0,10,415,False
85,0,11,406,False
85,0,12,384,False
86,0,1,507,False
86,0,2,449,False
86,0,3,476,False
86,0,4,450,False
86,0,5,424,False
86,0,6,432,False
86,0,7,443,False
86,0,8,455,False
86,0,9,372,False
86,0,10,359,False
86,0,11,386,False
86,0,12,354,False
87,0,1,506,False
87,0,2,465,False
87,0,3,468,False
87,0,4,429,False
87,0,5,430,False
87,0,6,414,False
87,0,7,439,False
87,0,8,428,False
87,0,9,407,False
87,0,10,399,False
87,0,11,388,False
87,0,12,364,False
88,3,1,474,True
88,3,2,523,True
88,3,3,459,True
88,3,4,570,True
88,3,5,567,True
88,3,6,532,True
88,3,7,515,True
88,3,8,531,True
88,3,9,538,True
88,3,10,487,True
88,3,11,505,True
88,3,12,501,True
89,5,1,471,True
89,5,2,494,True
89,5,3,479,True
89,5,4,517,True
89,5,5,467,True
89,5,6,539,True
89,5,7,535,True
89,5,8,508,True
89,5,9,545,True
89,5,10,462,True
89,5,11,509,True
89,5,12,469,True
90,5,1,524,True
90,5,2,485,True
90,5,3,512,True
90,5,4,474,True
90,5,5,491,True
90,5,6,487,True
90,5,7,588,True
90,5,8,536,True
90,5,9,499,True
90,5,10,497,True
90,5,11,490,True
90,5,12,479,True
91,0,1,501,False
91,0,2,502,False
91,0,3,480,False
91,0,4,463,False
91,0,5,421,False
91,0,6,422,False
91,0,7,471,False
91,0,8,440,False
91,0,9,353,False
91,0,10,387,False
91,0,11,397,False
91,0,12,365,False
92,0,1,537,False
92,0,2,460,False
92,0,3,479,False
92,0,4,478,False
92,0,5,443,False
92,0,6,442,False
92,0,7,472,False
92,0,8,418,False
92,0,9,424,False
92,0,10,373,False
92,0,11,404,False
92,0,12,357,False
93,0,1,497,False
93,0,2,510,False
93,0,3,501,False
93,0,4,460,False
93,0,5,402,False
93,0,6,431,False
93,0,7,406,False
93,0,8,419,False
93,0,9,415,False
93,0,10,383,False
93,0,11,386,False
93,0,12,373,False
94,0,1,473,False
94,0,2,480,False
94,0,3,506,False
94,0,4,415,False
94,0,5,403,False
94,0,6,459,False
94,0,7,421,False
94,0,8,412,False
94,0,9,437,False
94,0,10,381,False
94,0,11,378,False
94,0,12,375,False
95,0,1,511,False
95,0,2,499,False
95,0,3,408,False
95,0,4,462,False
95,0,5,433,False
95,0,6,436,False
95,0,7,418,False
95,0,8,396,False
95,0,9,401,False
95,0,10,381,False
95,0,11,397,False
95,0,12,350,False
96,0,1,464,False
96,0,2,458,False
96,0,3,467,False
96,0,4,461,False
96,0,5,442,False
96,0,6,458,False
96,0,7,428,False
96,0,8,435,False
96,0,9,405,False
96,0,10,439,False
96,0,11,367,False
96,0,12,381,False
97,0,1,485,False
97,0,2,488,False
97,0,3,456,False
97,0,4,513,False
97,0,5,419,False
97,0,6,495,False
97,0,7,390,False
97,0,8,399,False
97,0,9,388,False
97,0,10,376,False
97,0,11,347,False
97,0,12,426,False
98,9,1,468,True
98,9,2,462,True
98,9,3,468,True
98,9,4,485,True
98,9,5,479,True
98,9,6,444,True
98,9,7,424,True
98,9,8,408,True
98,9,9,431,True
98,9,10,470,True
98,9,11,505,True
98,9,12,495,True
99,0,1,479,False
99,0,2,429,False
99,0,3,451,False
99,0,4,459,False
99,0,5,454,False
99,0,6,468,False
99,0,7,390,False
99,0,8,402,False
99,0,9,382,False
99,0,10,380,False
99,0,11,398,False
99,0,12,375,False
100,5,1,493,True
100,5,2,467,True
100,5,3,492,True
100,5,4,469,True
100,5,5,437,True
100,5,6,525,True
100,5,7,506,True
100,5,8,506,True
100,5,9,496,True
100,5,10,543,True
100,5,11,472,True
100,5,12,495,True
101,8,1,538,True
101,8,2,496,True
101,8,3,475,True
101,8,4,451,True
101,8,5,426,True
101,8,6,452,True
101,8,7,412,True
101,8,8,384,True
101,8,9,506,True
101,8,10,542,True
101,8,11,474,True
101,8,12,456,True
102,0,1,474,False
102,0,2,505,False
102,0,3,506,False
102,0,4,399,False
102,0,5,433,False
102,0,6,464,False
102,0,7,415,False
102,0,8,415,False
102,0,9,370,False
102,0,10,382,False
102,0,11,418,False
102,0,12,332,False
103,10,1,512,True
103,10,2,481,True
103,10,3,433,True
103,10,4,460,True
103,10,5,473,True
103,10,6,410,True
103,10,7,452,True
103,10,8,416,True
103,10,9,422,True
103,10,10,404,True
103,10,11,503,True
103,10,12,458,True
104,0,1,512,False
104,0,2,478,False
104,0,3,441,False
104,0,4,423,False
104,0,5,438,False
104,0,6,475,False
104,0,7,465,False
104,0,8,454,False
104,0,9,361,False
104,0,10,420,False
104,0,11,426,False
104,0,12,394,False
105,2,1,461,True
105,2,2,499,True
105,2,3,552,True
105,2,4,584,True
105,2,5,517,True
105,2,6,555,True
105,2,7,535,True
105,2,8,545,True
105,2,9,533,True
105,2,10,462,True
105,2,11,459,True
105,2,12,529,True
106,0,1,478,False
106,0,2,484,False
106,0,3,460,False
106,0,4,457,False
106,0,5,430,False
106,0,6,476,False
106,0,7,436,False
106,0,8,445,False
106,0,9,456,False
106,0,10,430,False
106,0,11,353,False
106,0,12,363,False
107,4,1,497,True
107,4,2,486,True
107,4,3,456,True
107,4,4,488,True
107,4,5,603,True
107,4,6,497,True
107,4,7,525,True
107,4,8,513,True
107,4,9,512,True
107,4,10,503,True
107,4,11,500,True
107,4,12,526,True
108,11,1,473,True
108,11,2,479,True
108,11,3,459,True
108,11,4,462,True
108,11,5,461,True
108,11,6,434,True
108,11,7,466,True
108,11,8,424,True
108,11,9,444,True
108,11,10,410,True
108,11,11,354,True
108,11,12,496,True
109,10,1,541,True
109,10,2,455,True
109,10,3,492,True
109,10,4,406,True
109,10,5,426,True
109,10,6,462,True
109,10,7,405,True
109,10,8,430,True
109,10,9,394,True
109,10,10,446,True
109,10,11,506,True
109,10,12,457,True
110,0,1,502,False
110,0,2,485,False
110,0,3,497,False
110,0,4,499,False
110,0,5,442,False
110,0,6,426,False
110,0,7,447,False
110,0,8,417,False
110,0,9,421,False
110,0,10,412,False
110,0,11,413,False
110,0,12,397,False
111,2,1,483,True
111,2,2,475,True
111,2,3,578,True
111,2,4,573,True
111,2,5,549,True
111,2,6,522,True
111,2,7,484,True
111,2,8,516,True
111,2,9,515,True
111,2,10,538,True
111,2,11,489,True
111,2,12,505,True
112,0,1,511,False
112,0,2,504,False
112,0,3,443,False
112,0,4,447,False
112,0,5,422,False
112,0,6,438,False
112,0,7,410,False
112,0,8,397,False
112,0,9,408,False
112,0,10,385,False
112,0,11,389,False
112,0,12,395,False
113,1,1,481,True
113,1,2,582,True
113,1,3,551,True
113,1,4,549,True
113,1,5,600,True
113,1,6,555,True
113,1,7,513,True
113,1,8,542,True
113,1,9,494,True
113,1,10,473,True
113,1,11,477,True
113,1,12,459,True
114,10,1,490,True
114,10,2,464,True
114,10,3,464,True
114,10,4,441,True
114,10,5,405,True
114,10,6,446,True
114,10,7,443,True
114,10,8,395,True
114,10,9,387,True
114,10,10,410,True
114,10,11,493,True
114,10,12,504,True
115,0,1,481,False
115,0,2,454,False
115,0,3,479,False
115,0,4,464,False
115,0,5,446,False
115,0,6,428,False
115,0,7,423,False
115,0,8,423,False
115,0,9,434,False
115,0,10,435,False
115,0,11,394,False
115,0,12,423,False
116,0,1,500,False
116,0,2,459,False
116,0,3,434,False
116,0,4,471,False
