ubigeo,departamento,provincia,distrito,casos_dengue,n_establecimientos
200606,PIURA,SULLANA,MIGUEL CHECA,444.0,2.0
200601,PIURA,SULLANA,SULLANA,10989.0,12.0
200503,PIURA,PAITA,ARENAL,1.0,1.0
200505,PIURA,PAITA,LA HUACA,197.0,4.0
200114,PIURA,PIURA,TAMBO GRANDE,4395.0,25.0
110107,ICA,ICA,PUEBLO NUEVO,150.0,4.0
110108,ICA,ICA,SALAS,273.0,4.0
110109,ICA,ICA,SAN JOSE DE LOS MOLINOS,206.0,4.0
050401,AYACUCHO,HUANTA,HUANTA,2.0,7.0
050507,AYACUCHO,LA MAR,SANTA ROSA,2160.0,5.0
050503,AYACUCHO,LA MAR,AYNA,1560.0,4.0
050407,AYACUCHO,HUANTA,SIVIA,1046.0,8.0
050408,AYACUCHO,HUANTA,LLOCHEGUA,2308.0,9.0
050409,AYACUCHO,HUANTA,CANAYRE,375.0,3.0
050509,AYACUCHO,LA MAR,SAMUGARI,1034.0,4.0
080101,CUSCO,CUSCO,CUSCO,2.0,7.0
081203,CUSCO,QUISPICANCHI,CAMANTI,103.0,1.0
160104,LORETO,MAYNAS,INDIANA,217.0,7.0
160105,LORETO,MAYNAS,LAS AMAZONAS,17.0,4.0
160106,LORETO,MAYNAS,MAZAN,152.0,7.0
160107,LORETO,MAYNAS,NAPO,33.0,9.0
160202,LORETO,ALTO AMAZONAS,BALSAPUERTO,27.0,18.0
160206,LORETO,ALTO AMAZONAS,LAGUNAS,214.0,11.0
160210,LORETO,ALTO AMAZONAS,SANTA CRUZ,2.0,7.0
160211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,64.0,8.0
160301,LORETO,LORETO,NAUTA,559.0,10.0
160302,LORETO,LORETO,PARINARI,12.0,4.0
160303,LORETO,LORETO,TIGRE,63.0,7.0
160304,LORETO,LORETO,TROMPETEROS,101.0,12.0
160108,LORETO,MAYNAS,PUNCHANA,2469.0,14.0
160801,LORETO,PUTUMAYO,PUTUMAYO,65.0,12.0
160110,LORETO,MAYNAS,TORRES CAUSANA,5.0,5.0
160112,LORETO,MAYNAS,BELEN,1218.0,9.0
160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,3775.0,20.0
160803,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,192.0,5.0
160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,5474.0,39.0
160706,LORETO,DATEM DEL MARAÑON,ANDOAS,28.0,7.0
130401,LA LIBERTAD,CHEPEN,CHEPEN,2054.0,3.0
130402,LA LIBERTAD,CHEPEN,PACANGA,106.0,2.0
130403,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,2.0,3.0
021806,ANCASH,SANTA,NEPEÑA,43.0,3.0
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,747.0,6.0
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,1186.0,9.0
170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,1724.0,13.0
170204,MADRE DE DIOS,MANU,HUEPETUHE,612.0,6.0
170201,MADRE DE DIOS,MANU,MANU,30.0,7.0
170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,559.0,8.0
170203,MADRE DE DIOS,MANU,MADRE DE DIOS,530.0,9.0
170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,8684.0,24.0
170103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,1586.0,11.0
170303,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,248.0,8.0
170302,MADRE DE DIOS,TAHUAMANU,IBERIA,605.0,7.0
210303,PUNO,CARABAYA,AYAPATA,12.0,4.0
210309,PUNO,CARABAYA,SAN GABAN,72.0,5.0
150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,1.0,5.0
140113,LAMBAYEQUE,CHICLAYO,REQUE,13.0,3.0
200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,2.0,9.0
200408,PIURA,MORROPON,SANTA CATALINA DE MOSSA,7.0,5.0
200409,PIURA,MORROPON,SANTO DOMINGO,4.0,5.0
010701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,1020.0,34.0
190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,210.0,23.0
190301,PASCO,OXAPAMPA,OXAPAMPA,14.0,10.0
190307,PASCO,OXAPAMPA,VILLA RICA,28.0,17.0
190305,PASCO,OXAPAMPA,POZUZO,26.0,14.0
190308,PASCO,OXAPAMPA,CONSTITUCION,550.0,13.0
190304,PASCO,OXAPAMPA,PALCAZU,37.0,27.0
130809,LA LIBERTAD,PATAZ,PATAZ,189.0,4.0
250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,259.0,24.0
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,149.0,8.0
010707,AMAZONAS,UTCUBAMBA,YAMON,1.0,6.0
010705,AMAZONAS,UTCUBAMBA,JAMALCA,31.0,11.0
010203,AMAZONAS,BAGUA,COPALLIN,47.0,6.0
120604,JUNIN,SATIPO,MAZAMARI,687.0,8.0
