,user_id,signup_month,month,spend,treatment
341,28,3,6,556,True
342,28,3,7,504,True
343,28,3,8,497,True
344,28,3,9,505,True
345,28,3,10,508,True
346,28,3,11,531,True
347,28,3,12,496,True
348,29,0,1,458,False
349,29,0,2,449,False
350,29,0,3,473,False
351,29,0,4,446,False
352,29,0,5,443,False
353,29,0,6,490,False
354,29,0,7,423,False
355,29,0,8,445,False
356,29,0,9,412,False
357,29,0,10,443,False
358,29,0,11,378,False
359,29,0,12,365,False
360,30,1,1,500,True
361,30,1,2,585,True
362,30,1,3,538,True
363,30,1,4,589,True
364,30,1,5,585,True
365,30,1,6,526,True
366,30,1,7,533,True
367,30,1,8,505,True
368,30,1,9,528,True
369,30,1,10,519,True
370,30,1,11,494,True
371,30,1,12,466,True
372,31,6,1,492,True
373,31,6,2,491,True
374,31,6,3,462,True
375,31,6,4,466,True
376,31,6,5,419,True
377,31,6,6,457,True
378,31,6,7,544,True
379,31,6,8,529,True
380,31,6,9,518,True
381,31,6,10,460,True
382,31,6,11,507,True
383,31,6,12,494,True
384,32,10,1,442,True
385,32,10,2,477,True
386,32,10,3,476,True
387,32,10,4,439,True
388,32,10,5,422,True
389,32,10,6,407,True
390,32,10,7,454,True
391,32,10,8,414,True
392,32,10,9,425,True
393,32,10,10,391,True
394,32,10,11,456,True
395,32,10,12,488,True
396,33,0,1,479,False
397,33,0,2,468,False
398,33,0,3,457,False
399,33,0,4,476,False
400,33,0,5,473,False
401,33,0,6,429,False
402,33,0,7,455,False
403,33,0,8,398,False
404,33,0,9,430,False
405,33,0,10,404,False
406,33,0,11,360,False
407,33,0,12,388,False
408,34,3,1,480,True
409,34,3,2,508,True
410,34,3,3,490,True
411,34,3,4,619,True
412,34,3,5,553,True
413,34,3,6,520,True
414,34,3,7,549,True
415,34,3,8,567,True
416,34,3,9,474,True
417,34,3,10,501,True
418,34,3,11,480,True
419,34,3,12,495,True
420,35,1,1,469,True
421,35,1,2,575,True
422,35,1,3,565,True
423,35,1,4,521,True
424,35,1,5,549,True
425,35,1,6,515,True
426,35,1,7,478,True
427,35,1,8,535,True
428,35,1,9,558,True
429,35,1,10,516,True
430,35,1,11,475,True
431,35,1,12,470,True
432,36,11,1,482,True
433,36,11,2,487,True
434,36,11,3,509,True
435,36,11,4,474,True
436,36,11,5,457,True
437,36,11,6,412,True
438,36,11,7,439,True
439,36,11,8,428,True
440,36,11,9,407,True
441,36,11,10,431,True
442,36,11,11,391,True
443,36,11,12,428,True
444,37,0,1,511,False
445,37,0,2,498,False
446,37,0,3,484,False
447,37,0,4,476,False
448,37,0,5,434,False
449,37,0,6,456,False
450,37,0,7,414,False
451,37,0,8,423,False
452,37,0,9,462,False
453,37,0,10,381,False
454,37,0,11,415,False
455,37,0,12,396,False
456,38,3,1,496,True
457,38,3,2,467,True
458,38,3,3,444,True
459,38,3,4,557,True
460,38,3,5,526,True
461,38,3,6,515,True
462,38,3,7,526,True
463,38,3,8,533,True
464,38,3,9,464,True
465,38,3,10,512,True
466,38,3,11,475,True
467,38,3,12,469,True
468,39,5,1,460,True
469,39,5,2,458,True
470,39,5,3,482,True
471,39,5,4,492,True
472,39,5,5,415,True
473,39,5,6,519,True
474,39,5,7,569,True
475,39,5,8,520,True
476,39,5,9,514,True
477,39,5,10,491,True
478,39,5,11,483,True
479,39,5,12,459,True
480,40,8,1,496,True
481,40,8,2,479,True
482,40,8,3,508,True
483,40,8,4,440,True
484,40,8,5,456,True
485,40,8,6,449,True
486,40,8,7,396,True
487,40,8,8,465,True
488,40,8,9,501,True
489,40,8,10,507,True
490,40,8,11,499,True
491,40,8,12,509,True
492,41,0,1,462,False
493,41,0,2,486,False
494,41,0,3,473,False
495,41,0,4,473,False
496,41,0,5,413,False
497,41,0,6,428,False
498,41,0,7,418,False
499,41,0,8,429,False
500,41,0,9,427,False
501,41,0,10,400,False
502,41,0,11,364,False
503,41,0,12,375,False
504,42,10,1,466,True
505,42,10,2,469,True
506,42,10,3,443,True
507,42,10,4,448,True
508,42,10,5,448,True
509,42,10,6,461,True
510,42,10,7,440,True
511,42,10,8,414,True
512,42,10,9,400,True
513,42,10,10,414,True
514,42,10,11,493,True
515,42,10,12,487,True
516,43,5,1,471,True
517,43,5,2,487,True
518,43,5,3,469,True
519,43,5,4,482,True
520,43,5,5,441,True
521,43,5,6,534,True
522,43,5,7,474,True
523,43,5,8,528,True
524,43,5,9,498,True
525,43,5,10,531,True
526,43,5,11,492,True
527,43,5,12,498,True
528,44,0,1,458,False
529,44,0,2,484,False
530,44,0,3,429,False
531,44,0,4,425,False
532,44,0,5,454,False
533,44,0,6,436,False
534,44,0,7,421,False
535,44,0,8,394,False
536,44,0,9,410,False
537,44,0,10,426,False
538,44,0,11,428,False
539,44,0,12,360,False
540,45,2,1,489,True
541,45,2,2,511,True
542,45,2,3,558,True
543,45,2,4,550,True
544,45,2,5,543,True
545,45,2,6,566,True
546,45,2,7,533,True
547,45,2,8,510,True
548,45,2,9,518,True
549,45,2,10,532,True
550,45,2,11,458,True
551,45,2,12,497,True
552,46,8,1,488,True
553,46,8,2,489,True
554,46,8,3,515,True
555,46,8,4,446,True
556,46,8,5,472,True
557,46,8,6,485,True
558,46,8,7,473,True
559,46,8,8,431,True
560,46,8,9,505,True
561,46,8,10,503,True
562,46,8,11,515,True
563,46,8,12,467,True
564,47,0,1,519,False
565,47,0,2,482,False
566,47,0,3,454,False
567,47,0,4,456,False
568,47,0,5,438,False
569,47,0,6,472,False
570,47,0,7,403,False
571,47,0,8,420,False
572,47,0,9,408,False
573,47,0,10,379,False
574,47,0,11,403,False
575,47,0,12,381,False
576,48,2,1,470,True
577,48,2,2,482,True
578,48,2,3,572,True
579,48,2,4,604,True
580,48,2,5,550,True
581,48,2,6,548,True
582,48,2,7,533,True
583,48,2,8,544,True
584,48,2,9,474,True
585,48,2,10,503,True
586,48,2,11,521,True
587,48,2,12,455,True
588,49,8,1,466,True
589,49,8,2,511,True
590,49,8,3,496,True
591,49,8,4,474,True
592,49,8,5,441,True
593,49,8,6,426,True
594,49,8,7,429,True
595,49,8,8,434,True
596,49,8,9,497,True
597,49,8,10,495,True
598,49,8,11,521,True
599,49,8,12,476,True
600,50,0,1,489,False
601,50,0,2,487,False
602,50,0,3,449,False
603,50,0,4,481,False
604,50,0,5,483,False
605,50,0,6,453,False
606,50,0,7,418,False
607,50,0,8,431,False
608,50,0,9,390,False
609,50,0,10,395,False
610,50,0,11,368,False
611,50,0,12,394,False
612,51,0,1,492,False
613,51,0,2,494,False
614,51,0,3,470,False
615,51,0,4,470,False
616,51,0,5,498,False
617,51,0,6,430,False
618,51,0,7,423,False
619,51,0,8,423,False
620,51,0,9,416,False
621,51,0,10,380,False
622,51,0,11,366,False
623,51,0,12,403,False
624,52,0,1,523,False
625,52,0,2,492,False
626,52,0,3,451,False
627,52,0,4,461,False
628,52,0,5,463,False
629,52,0,6,450,False
630,52,0,7,430,False
631,52,0,8,415,False
632,52,0,9,410,False
633,52,0,10,410,False
634,52,0,11,401,False
635,52,0,12,444,False
636,53,0,1,465,False
637,53,0,2,480,False
638,53,0,3,472,False
639,53,0,4,446,False
640,53,0,5,475,False
641,53,0,6,419,False
642,53,0,7,458,False
643,53,0,8,390,False
644,53,0,9,431,False
645,53,0,10,424,False
646,53,0,11,406,False
647,53,0,12,375,False
648,54,0,1,515,False
649,54,0,2,514,False
650,54,0,3,514,False
651,54,0,4,441,False
652,54,0,5,458,False
653,54,0,6,453,False
654,54,0,7,438,False
655,54,0,8,426,False
656,54,0,9,381,False
657,54,0,10,404,False
658,54,0,11,387,False
659,54,0,12,380,False
660,55,0,1,486,False
661,55,0,2,482,False
662,55,0,3,446,False
663,55,0,4,468,False
664,55,0,5,462,False
665,55,0,6,423,False
666,55,0,7,411,False
667,55,0,8,409,False
668,55,0,9,393,False
669,55,0,10,419,False
670,55,0,11,402,False
671,55,0,12,375,False
672,56,0,1,448,False
673,56,0,2,506,False
674,56,0,3,497,False
675,56,0,4,411,False
676,56,0,5,431,False
677,56,0,6,454,False
678,56,0,7,427,False
679,56,0,8,446,False
680,56,0,9,434,False
681,56,0,10,387,False
682,56,0,11,398,False
683,56,0,12,364,False
684,57,9,1,492,True
685,57,9,2,494,True
686,57,9,3,490,True
687,57,9,4,469,True
688,57,9,5,413,True
689,57,9,6,462,True
690,57,9,7,412,True
691,57,9,8,444,True
692,57,9,9,394,True
693,57,9,10,489,True
694,57,9,11,538,True
695,57,9,12,477,True
696,58,0,1,476,False
697,58,0,2,456,False
698,58,0,3,495,False
699,58,0,4,451,False
700,58,0,5,482,False
701,58,0,6,425,False
702,58,0,7,433,False
703,58,0,8,430,False
704,58,0,9,399,False
705,58,0,10,348,False
706,58,0,11,419,False
707,58,0,12,395,False
708,59,4,1,487,True
709,59,4,2,492,True
710,59,4,3,458,True
711,59,4,4,471,True
712,59,4,5,518,True
713,59,4,6,541,True
714,59,4,7,539,True
715,59,4,8,481,True
716,59,4,9,485,True
717,59,4,10,521,True
718,59,4,11,479,True
719,59,4,12,508,True
720,60,1,1,507,True
721,60,1,2,569,True
722,60,1,3,563,True
723,60,1,4,543,True
724,60,1,5,543,True
725,60,1,6,515,True
726,60,1,7,555,True
727,60,1,8,504,True
728,60,1,9,517,True
729,60,1,10,481,True
730,60,1,11,466,True
731,60,1,12,502,True
732,61,0,1,480,False
733,61,0,2,467,False
734,61,0,3,436,False
735,61,0,4,478,False
736,61,0,5,452,False
737,61,0,6,447,False
738,61,0,7,410,False
739,61,0,8,427,False
740,61,0,9,445,False
741,61,0,10,432,False
742,61,0,11,373,False
743,61,0,12,397,False
744,62,11,1,480,True
745,62,11,2,459,True
746,62,11,3,476,True
747,62,11,4,450,True
748,62,11,5,454,True
749,62,11,6,424,True
750,62,11,7,470,True
751,62,11,8,428,True
752,62,11,9,437,True
753,62,11,10,408,True
754,62,11,11,342,True
755,62,11,12,448,True
756,63,0,1,455,False
757,63,0,2,478,False
758,63,0,3,470,False
759,63,0,4,483,False
760,63,0,5,443,False
761,63,0,6,457,False
762,63,0,7,438,False
763,63,0,8,412,False
764,63,0,9,470,False
765,63,0,10,405,False
766,63,0,11,382,False
767,63,0,12,352,False
768,64,0,1,519,False
769,64,0,2,476,False
770,64,0,3,486,False
771,64,0,4,491,False
772,64,0,5,446,False
773,64,0,6,429,False
774,64,0,7,476,False
775,64,0,8,379,False
776,64,0,9,388,False
777,64,0,10,392,False
778,64,0,11,401,False
779,64,0,12,403,False
780,65,9,1,471,True
781,65,9,2,534,True
782,65,9,3,455,True
783,65,9,4,473,True
784,65,9,5,425,True
785,65,9,6,377,True
786,65,9,7,457,True
787,65,9,8,418,True
788,65,9,9,426,True
789,65,9,10,528,True
790,65,9,11,472,True
791,65,9,12,445,True
792,66,0,1,489,False
793,66,0,2,443,False
794,66,0,3,457,False
795,66,0,4,493,False
796,66,0,5,430,False
797,66,0,6,415,False
798,66,0,7,443,False
799,66,0,8,439,False
800,66,0,9,417,False
801,66,0,10,375,False
802,66,0,11,427,False
803,66,0,12,371,False
804,67,0,1,484,False
805,67,0,2,491,False
806,67,0,3,431,False
807,67,0,4,520,False
808,67,0,5,485,False
809,67,0,6,435,False
810,67,0,7,440,False
811,67,0,8,452,False
812,67,0,9,422,False
813,67,0,10,416,False
814,67,0,11,362,False
815,67,0,12,394,False
816,68,11,1,505,True
817,68,11,2,498,True
818,68,11,3,497,True
819,68,11,4,481,True
820,68,11,5,457,True
821,68,11,6,443,True
822,68,11,7,416,True
823,68,11,8,392,True
824,68,11,9,400,True
825,68,11,10,405,True
826,68,11,11,412,True
827,68,11,12,467,True
828,69,6,1,468,True
829,69,6,2,519,True
830,69,6,3,511,True
831,69,6,4,482,True
832,69,6,5,392,True
833,69,6,6,446,True
834,69,6,7,536,True
835,69,6,8,578,True
836,69,6,9,548,True
837,69,6,10,471,True
838,69,6,11,482,True
839,69,6,12,466,True
840,70,0,1,512,False
841,70,0,2,449,False
842,70,0,3,466,False
843,70,0,4,406,False
844,70,0,5,418,False
845,70,0,6,455,False
846,70,0,7,437,False
847,70,0,8,398,False
848,70,0,9,368,False
849,70,0,10,438,False
850,70,0,11,395,False
851,70,0,12,380,False
852,71,7,1,483,True
853,71,7,2,471,True
854,71,7,3,429,True
855,71,7,4,467,True
856,71,7,5,426,True
857,71,7,6,422,True
858,71,7,7,452,True
859,71,7,8,502,True
860,71,7,9,499,True
861,71,7,10,486,True
862,71,7,11,492,True
863,71,7,12,493,True
864,72,10,1,478,True
865,72,10,2,507,True
866,72,10,3,477,True
867,72,10,4,455,True
868,72,10,5,472,True
869,72,10,6,439,True
870,72,10,7,445,True
871,72,10,8,395,True
872,72,10,9,429,True
873,72,10,10,432,True
874,72,10,11,505,True
875,72,10,12,494,True
876,73,6,1,463,True
877,73,6,2,466,True
878,73,6,3,457,True
879,73,6,4,449,True
880,73,6,5,441,True
881,73,6,6,429,True
882,73,6,7,529,True
883,73,6,8,545,True
884,73,6,9,494,True
885,73,6,10,500,True
886,73,6,11,518,True
887,73,6,12,525,True
888,74,0,1,503,False
889,74,0,2,464,False
890,74,0,3,497,False
891,74,0,4,452,False
892,74,0,5,433,False
893,74,0,6,421,False
894,74,0,7,412,False
895,74,0,8,391,False
896,74,0,9,381,False
897,74,0,10,429,False
898,74,0,11,369,False
899,74,0,12,391,False
900,75,7,1,516,True
901,75,7,2,460,True
902,75,7,3,455,True
903,75,7,4,489,True
904,75,7,5,409,True
905,75,7,6,399,True
906,75,7,7,452,True
907,75,7,8,504,True
908,75,7,9,490,True
909,75,7,10,490,True
910,75,7,11,500,True
911,75,7,12,483,True
912,76,9,1,494,True
913,76,9,2,470,True
914,76,9,3,489,True
915,76,9,4,442,True
916,76,9,5,485,True
917,76,9,6,420,True
918,76,9,7,444,True
919,76,9,8,403,True
920,76,9,9,407,True
921,76,9,10,510,True
922,76,9,11,437,True
923,76,9,12,470,True
924,77,8,1,457,True
925,77,8,2,465,True
926,77,8,3,491,True
927,77,8,4,493,True
928,77,8,5,442,True
929,77,8,6,420,True
930,77,8,7,444,True
931,77,8,8,375,True
932,77,8,9,498,True
933,77,8,10,517,True
934,77,8,11,489,True
935,77,8,12,458,True
936,78,0,1,471,False
937,78,0,2,508,False
938,78,0,3,482,False
939,78,0,4,465,False
940,78,0,5,444,False
941,78,0,6,431,False
942,78,0,7,419,False
943,78,0,8,383,False
944,78,0,9,407,False
945,78,0,10,414,False
946,78,0,11,391,False
947,78,0,12,367,False
948,79,1,1,516,True
949,79,1,2,561,True
950,79,1,3,612,True
951,79,1,4,587,True
952,79,1,5,550,True
953,79,1,6,560,True
954,79,1,7,536,True
955,79,1,8,544,True
956,79,1,9,536,True
957,79,1,10,474,True
958,79,1,11,519,True
959,79,1,12,496,True
960,80,0,1,513,False
961,80,0,2,513,False
962,80,0,3,452,False
963,80,0,4,466,False
964,80,0,5,437,False
965,80,0,6,428,False
966,80,0,7,419,False
967,80,0,8,444,False
968,80,0,9,445,False
969,80,0,10,426,False
970,80,0,11,410,False
971,80,0,12,376,False
972,81,8,1,522,True
973,81,8,2,471,True
974,81,8,3,467,True
975,81,8,4,469,True
976,81,8,5,442,True
977,81,8,6,409,True
978,81,8,7,397,True
979,81,8,8,401,True
980,81,8,9,527,True
981,81,8,10,484,True
982,81,8,11,489,True
983,81,8,12,502,True
984,82,0,1,511,False
985,82,0,2,480,False
986,82,0,3,453,False
987,82,0,4,429,False
988,82,0,5,416,False
989,82,0,6,433,False
990,82,0,7,448,False
991,82,0,8,419,False
992,82,0,9,418,False
993,82,0,10,370,False
994,82,0,11,402,False
995,82,0,12,406,False
996,83,0,1,466,False
997,83,0,2,474,False
998,83,0,3,442,False
999,83,0,4,477,False
1000,83,0,5,431,False
1001,83,0,6,436,False
1002,83,0,7,421,False
1003,83,0,8,422,False
1004,83,0,9,381,False
1005,83,0,10,396,False
1006,83,0,11,405,False
1007,83,0,12,391,False
1008,84,0,1,500,False
1009,84,0,2,525,False
1010,84,0,3,486,False
1011,84,0,4,457,False
1012,84,0,5,442,False
1013,84,0,6,434,False
1014,84,0,7,409,False
1015,84,0,8,382,False
1016,84,0,9,437,False
1017,84,0,10,386,False
1018,84,0,11,402,False
1019,84,0,12,388,False
1020,85,0,1,478,False
1021,85,0,2,479,False
1022,85,0,3,426,False
1023,85,0,4,447,False
1024,85,0,5,441,False
1025,85,0,6,408,False
1026,85,0,7,424,False
1027,85,0,8,441,False
1028,85,0,9,382,False
1029,85,0,10,415,False
1030,85,0,11,406,False
1031,85,0,12,384,False
1032,86,0,1,507,False
1033,86,0,2,449,False
1034,86,0,3,476,False
1035,86,0,4,450,False
1036,86,0,5,424,False
1037,86,0,6,432,False
1038,86,0,7,443,False
1039,86,0,8,455,False
1040,86,0,9,372,False
1041,86,0,10,359,False
1042,86,0,11,386,False
1043,86,0,12,354,False
1044,87,0,1,506,False
1045,87,0,2,465,False
1046,87,0,3,468,False
1047,87,0,4,429,False
1048,87,0,5,430,False
1049,87,0,6,414,False
1050,87,0,7,439,False
1051,87,0,8,428,False
1052,87,0,9,407,False
1053,87,0,10,399,False
1054,87,0,11,388,False
1055,87,0,12,364,False
1056,88,3,1,474,True
1057,88,3,2,523,True
1058,88,3,3,459,True
1059,88,3,4,570,True
1060,88,3,5,567,True
1061,88,3,6,532,True
1062,88,3,7,515,True
1063,88,3,8,531,True
1064,88,3,9,538,True
1065,88,3,10,487,True
1066,88,3,11,505,True
1067,88,3,12,501,True
1068,89,5,1,471,True
1069,89,5,2,494,True
1070,89,5,3,479,True
1071,89,5,4,517,True
1072,89,5,5,467,True
1073,89,5,6,539,True
1074,89,5,7,535,True
1075,89,5,8,508,True
1076,89,5,9,545,True
1077,89,5,10,462,True
1078,89,5,11,509,True
1079,89,5,12,469,True
1080,90,5,1,524,True
1081,90,5,2,485,True
1082,90,5,3,512,True
1083,90,5,4,474,True
1084,90,5,5,491,True
1085,90,5,6,487,True
1086,90,5,7,588,True
1087,90,5,8,536,True
1088,90,5,9,499,True
1089,90,5,10,497,True
1090,90,5,11,490,True
1091,90,5,12,479,True
1092,91,0,1,501,False
1093,91,0,2,502,False
1094,91,0,3,480,False
1095,91,0,4,463,False
1096,91,0,5,421,False
1097,91,0,6,422,False
1098,91,0,7,471,False
1099,91,0,8,440,False
1100,91,0,9,353,False
1101,91,0,10,387,False
1102,91,0,11,397,False
1103,91,0,12,365,False
1104,92,0,1,537,False
1105,92,0,2,460,False
1106,92,0,3,479,False
1107,92,0,4,478,False
1108,92,0,5,443,False
1109,92,0,6,442,False
1110,92,0,7,472,False
1111,92,0,8,418,False
1112,92,0,9,424,False
1113,92,0,10,373,False
1114,92,0,11,404,False
1115,92,0,12,357,False
1116,93,0,1,497,False
1117,93,0,2,510,False
1118,93,0,3,501,False
1119,93,0,4,460,False
1120,93,0,5,402,False
1121,93,0,6,431,False
1122,93,0,7,406,False
1123,93,0,8,419,False
1124,93,0,9,415,False
1125,93,0,10,383,False
1126,93,0,11,386,False
1127,93,0,12,373,False
1128,94,0,1,473,False
1129,94,0,2,480,False
1130,94,0,3,506,False
1131,94,0,4,415,False
1132,94,0,5,403,False
1133,94,0,6,459,False
1134,94,0,7,421,False
1135,94,0,8,412,False
1136,94,0,9,437,False
1137,94,0,10,381,False
1138,94,0,11,378,False
1139,94,0,12,375,False
1140,95,0,1,511,False
1141,95,0,2,499,False
1142,95,0,3,408,False
1143,95,0,4,462,False
1144,95,0,5,433,False
1145,95,0,6,436,False
1146,95,0,7,418,False
1147,95,0,8,396,False
1148,95,0,9,401,False
1149,95,0,10,381,False
