,user_id,signup_month,month,spend
4644,387,0,1,498
4668,389,0,1,514
4704,392,0,1,477
4728,394,0,1,464
4752,396,0,1,469
4776,398,0,1,510
4812,401,0,1,480
4824,402,0,1,487
4836,403,0,1,511
4860,405,0,1,514
4872,406,0,1,457
4896,408,0,1,510
4932,411,0,1,462
4992,416,0,1,507
5004,417,0,1,517
5016,418,0,1,500
5028,419,0,1,469
5040,420,0,1,512
5112,426,0,1,459
5124,427,0,1,518
5136,428,0,1,500
5172,431,0,1,482
5196,433,0,1,474
5208,434,0,1,489
5256,438,0,1,486
5280,440,0,1,511
5304,442,0,1,481
5340,445,0,1,513
5352,446,0,1,503
5364,447,0,1,489
5388,449,0,1,531
5412,451,0,1,462
5460,455,0,1,458
5508,459,0,1,498
5520,460,0,1,527
5544,462,0,1,490
5568,464,0,1,495
5580,465,0,1,505
5604,467,0,1,502
5616,468,0,1,482
5628,469,0,1,471
5652,471,0,1,517
5700,475,0,1,508
5724,477,0,1,485
5748,479,0,1,508
5784,482,0,1,498
5820,485,0,1,459
5868,489,0,1,493
5880,490,0,1,460
5916,493,0,1,462
5940,495,0,1,471
5964,497,0,1,505
5988,499,0,1,493
6000,500,0,1,477
6024,502,0,1,501
6048,504,0,1,474
6060,505,0,1,507
6132,511,0,1,471
6156,513,0,1,534
6180,515,0,1,478
6216,518,0,1,533
6228,519,0,1,515
6240,520,0,1,551
6264,522,0,1,455
6276,523,0,1,472
6348,529,0,1,467
6360,530,0,1,515
6408,534,0,1,532
6432,536,0,1,487
6444,537,0,1,496
6504,542,0,1,464
6528,544,0,1,511
6600,550,0,1,477
6612,551,0,1,525
6624,552,0,1,507
6648,554,0,1,550
6660,555,0,1,467
6672,556,0,1,474
6708,559,0,1,514
6744,562,0,1,503
6756,563,0,1,507
6768,564,0,1,485
6780,565,0,1,431
6792,566,0,1,487
6804,567,0,1,491
6828,569,0,1,524
6912,576,0,1,469
6924,577,0,1,499
6960,580,0,1,469
6972,581,0,1,501
6996,583,0,1,467
7032,586,0,1,483
7044,587,0,1,454
7056,588,0,1,527
7068,589,0,1,478
7080,590,0,1,441
7092,591,0,1,508
7104,592,0,1,484
7128,594,0,1,501
7140,595,0,1,487
7188,599,0,1,495
7200,600,0,1,474
7212,601,0,1,503
7224,602,0,1,478
7236,603,0,1,470
7248,604,0,1,456
7272,606,0,1,466
7308,609,0,1,441
7356,613,0,1,497
7368,614,0,1,474
7380,615,0,1,481
7512,626,0,1,462
7536,628,0,1,543
7548,629,0,1,491
7584,632,0,1,476
7596,633,0,1,491
7608,634,0,1,476
7632,636,0,1,511
7644,637,0,1,498
7656,638,0,1,485
7680,640,0,1,484
7704,642,0,1,509
7740,645,0,1,480
7752,646,0,1,487
7764,647,0,1,534
7776,648,0,1,525
7788,649,0,1,501
7860,655,0,1,530
7896,658,0,1,494
7908,659,0,1,523
7920,660,0,1,502
7944,662,0,1,476
7968,664,0,1,500
7980,665,0,1,500
8028,669,0,1,523
8064,672,0,1,492
8076,673,0,1,498
8088,674,0,1,525
8148,679,0,1,473
8172,681,0,1,483
8184,682,0,1,485
8196,683,0,1,486
8220,685,0,1,467
8232,686,0,1,491
8256,688,0,1,502
8316,693,0,1,470
8328,694,0,1,502
8376,698,0,1,525
8400,700,0,1,501
8424,702,0,1,532
8436,703,0,1,494
8448,704,0,1,450
8460,705,0,1,489
8472,706,0,1,461
8484,707,0,1,489
8496,708,0,1,484
8544,712,0,1,481
8556,713,0,1,490
8580,715,0,1,515
8592,716,0,1,496
8604,717,0,1,490
8640,720,0,1,517
8736,728,0,1,480
8760,730,0,1,495
8784,732,0,1,459
8820,735,0,1,465
8844,737,0,1,457
8856,738,0,1,499
8904,742,0,1,511
8916,743,0,1,490
8928,744,0,1,478
8952,746,0,1,460
8964,747,0,1,469
9000,750,0,1,502
9012,751,0,1,548
9036,753,0,1,527
9048,754,0,1,535
9060,755,0,1,486
9072,756,0,1,450
9084,757,0,1,546
9096,758,0,1,494
9108,759,0,1,484
9144,762,0,1,470
9168,764,0,1,470
9180,765,0,1,508
9192,766,0,1,503
9204,767,0,1,534
9252,771,0,1,466
9276,773,0,1,470
9288,774,0,1,447
9300,775,0,1,533
9324,777,0,1,481
9348,779,0,1,460
9360,780,0,1,515
9384,782,0,1,491
9396,783,0,1,504
9408,784,0,1,469
9420,785,0,1,516
9444,787,0,1,465
9456,788,0,1,493
9468,789,0,1,476
9480,790,0,1,499
9516,793,0,1,486
9540,795,0,1,529
9552,796,0,1,491
9660,805,0,1,503
9672,806,0,1,508
9696,808,0,1,428
9720,810,0,1,462
9732,811,0,1,483
9744,812,0,1,479
9792,816,0,1,497
9804,817,0,1,508
9864,822,0,1,477
9888,824,0,1,472
9900,825,0,1,481
9912,826,0,1,490
9924,827,0,1,495
9936,828,0,1,495
9948,829,0,1,464
9972,831,0,1,490
9984,832,0,1,497
10008,834,0,1,474
10044,837,0,1,492
10056,838,0,1,496
10080,840,0,1,488
10104,842,0,1,475
10140,845,0,1,482
10176,848,0,1,485
10188,849,0,1,487
10200,850,0,1,507
10224,852,0,1,460
10236,853,0,1,523
10260,855,0,1,497
10284,857,0,1,468
10296,858,0,1,511
10332,861,0,1,477
10368,864,0,1,508
10380,865,0,1,538
10392,866,0,1,508
10404,867,0,1,448
10416,868,0,1,476
10428,869,0,1,465
10440,870,0,1,490
10476,873,0,1,496
10488,874,0,1,461
10500,875,0,1,464
10512,876,0,1,506
10548,879,0,1,496
10572,881,0,1,518
10608,884,0,1,502
10632,886,0,1,445
10668,889,0,1,489
10704,892,0,1,507
10716,893,0,1,458
10728,894,0,1,499
10740,895,0,1,465
10752,896,0,1,487
10764,897,0,1,483
10776,898,0,1,498
10788,899,0,1,483
10800,900,0,1,495
10824,902,0,1,489
10848,904,0,1,487
10872,906,0,1,493
10920,910,0,1,477
10944,912,0,1,517
10956,913,0,1,495
10968,914,0,1,460
11004,917,0,1,493
11040,920,0,1,473
11076,923,0,1,501
11088,924,0,1,504
11112,926,0,1,502
11136,928,0,1,510
11148,929,0,1,484
11160,930,0,1,485
11172,931,0,1,472
11196,933,0,1,516
11220,935,0,1,481
11244,937,0,1,483
11268,939,0,1,529
11280,940,0,1,492
11292,941,0,1,521
11316,943,0,1,510
11388,949,0,1,501
11400,950,0,1,499
11436,953,0,1,505
11508,959,0,1,477
11520,960,0,1,517
11544,962,0,1,461
11568,964,0,1,479
11592,966,0,1,475
11604,967,0,1,480
11616,968,0,1,500
11628,969,0,1,470
11652,971,0,1,469
11664,972,0,1,476
11688,974,0,1,482
11712,976,0,1,472
11748,979,0,1,463
11784,982,0,1,469
11796,983,0,1,487
11832,986,0,1,513
11844,987,0,1,513
11880,990,0,1,475
11892,991,0,1,522
11940,995,0,1,449
11952,996,0,1,499
11964,997,0,1,489
11988,999,0,1,468
12000,1000,0,1,498
12012,1001,0,1,503
12024,1002,0,1,547
12048,1004,0,1,518
12060,1005,0,1,439
12084,1007,0,1,502
12096,1008,0,1,484
12132,1011,0,1,494
12180,1015,0,1,449
12192,1016,0,1,500
12276,1023,0,1,513
12288,1024,0,1,477
12336,1028,0,1,500
12360,1030,0,1,464
12384,1032,0,1,493
12408,1034,0,1,472
12420,1035,0,1,489
12456,1038,0,1,521
12468,1039,0,1,460
12576,1048,0,1,498
12612,1051,0,1,503
12624,1052,0,1,509
12660,1055,0,1,484
12708,1059,0,1,473
12744,1062,0,1,500
12792,1066,0,1,515
12816,1068,0,1,485
12828,1069,0,1,439
12876,1073,0,1,468
12912,1076,0,1,502
12936,1078,0,1,460
12948,1079,0,1,482
12960,1080,0,1,479
12984,1082,0,1,549
12996,1083,0,1,438
13020,1085,0,1,488
13032,1086,0,1,497
13080,1090,0,1,492
13104,1092,0,1,473
13116,1093,0,1,468
13128,1094,0,1,505
13140,1095,0,1,519
13152,1096,0,1,501
13164,1097,0,1,502
13224,1102,0,1,479
13236,1103,0,1,504
13248,1104,0,1,485
13260,1105,0,1,464
13272,1106,0,1,502
13284,1107,0,1,473
13296,1108,0,1,526
13308,1109,0,1,443
13320,1110,0,1,512
13332,1111,0,1,497
13356,1113,0,1,485
13368,1114,0,1,479
13380,1115,0,1,518
13392,1116,0,1,459
13404,1117,0,1,473
13416,1118,0,1,485
13428,1119,0,1,466
13440,1120,0,1,470
13476,1123,0,1,503
13500,1125,0,1,497
13512,1126,0,1,469
13536,1128,0,1,482
13548,1129,0,1,491
13560,1130,0,1,490
13584,1132,0,1,502
13620,1135,0,1,462
13656,1138,0,1,457
13668,1139,0,1,501
13692,1141,0,1,483
13716,1143,0,1,477
13740,1145,0,1,511
13752,1146,0,1,488
13788,1149,0,1,521
13812,1151,0,1,482
13860,1155,0,1,470
13908,1159,0,1,517
13944,1162,0,1,496
13956,1163,0,1,488
13992,1166,0,1,498
14016,1168,0,1,515
14028,1169,0,1,495
14076,1173,0,1,518
14088,1174,0,1,505
14112,1176,0,1,485
14124,1177,0,1,480
14148,1179,0,1,509
14160,1180,0,1,460
14184,1182,0,1,496
14196,1183,0,1,519
14208,1184,0,1,494
14220,1185,0,1,479
14232,1186,0,1,481
14292,1191,0,1,535
14304,1192,0,1,464
14316,1193,0,1,530
14340,1195,0,1,489
14352,1196,0,1,531
14364,1197,0,1,446
14376,1198,0,1,479
14400,1200,0,1,491
14412,1201,0,1,514
14436,1203,0,1,526
14460,1205,0,1,471
14472,1206,0,1,507
14484,1207,0,1,477
14496,1208,0,1,484
14520,1210,0,1,490
14532,1211,0,1,498
14544,1212,0,1,511
14556,1213,0,1,458
14604,1217,0,1,489
14616,1218,0,1,472
14652,1221,0,1,489
14676,1223,0,1,520
14700,1225,0,1,483
14712,1226,0,1,444
14748,1229,0,1,507
14772,1231,0,1,497
14796,1233,0,1,462
14808,1234,0,1,486
14832,1236,0,1,473
14928,1244,0,1,449
14976,1248,0,1,489
15000,1250,0,1,449
15012,1251,0,1,509
15024,1252,0,1,490
15036,1253,0,1,508
15048,1254,0,1,513
15060,1255,0,1,494
15084,1257,0,1,477
15108,1259,0,1,480
15120,1260,0,1,513
15132,1261,0,1,494
15144,1262,0,1,504
15168,1264,0,1,516
15180,1265,0,1,512
15204,1267,0,1,523
15216,1268,0,1,475
15228,1269,0,1,549
15264,1272,0,1,501
15288,1274,0,1,443
15324,1277,0,1,480
15360,1280,0,1,507
15420,1285,0,1,487
15432,1286,0,1,518
15468,1289,0,1,461
15492,1291,0,1,507
15516,1293,0,1,465
15528,1294,0,1,475
15540,1295,0,1,468
15576,1298,0,1,466
15588,1299,0,1,467
15612,1301,0,1,480
15624,1302,0,1,484
15648,1304,0,1,486
15660,1305,0,1,484
15672,1306,0,1,461
15720,1310,0,1,508
15732,1311,0,1,503
15744,1312,0,1,461
15780,1315,0,1,490
15804,1317,0,1,500
15852,1321,0,1,501
15864,1322,0,1,504
15876,1323,0,1,505
15900,1325,0,1,457
15924,1327,0,1,493
15936,1328,0,1,513
15960,1330,0,1,476
15972,1331,0,1,479
15984,1332,0,1,507
15996,1333,0,1,489
16032,1336,0,1,476
16044,1337,0,1,467
16092,1341,0,1,475
16128,1344,0,1,463
16140,1345,0,1,488
16152,1346,0,1,481
16164,1347,0,1,488
16200,1350,0,1,451
16224,1352,0,1,523
16248,1354,0,1,517
16272,1356,0,1,488
16284,1357,0,1,495
16308,1359,0,1,478
16380,1365,0,1,485
16416,1368,0,1,485
16452,1371,0,1,529
16464,1372,0,1,478
16476,1373,0,1,478
16488,1374,0,1,525
16500,1375,0,1,547
16536,1378,0,1,467
16560,1380,0,1,480
16584,1382,0,1,503
16596,1383,0,1,463
16608,1384,0,1,519
16632,1386,0,1,485
16668,1389,0,1,465
16680,1390,0,1,479
16692,1391,0,1,483
16704,1392,0,1,433
16728,1394,0,1,488
16740,1395,0,1,469
16764,1397,0,1,531
16776,1398,0,1,492
16800,1400,0,1,483
16824,1402,0,1,517
16848,1404,0,1,481
16860,1405,0,1,513
16884,1407,0,1,471
16896,1408,0,1,525
16980,1415,0,1,421
17016,1418,0,1,517
17028,1419,0,1,467
17052,1421,0,1,495
17064,1422,0,1,503
17076,1423,0,1,469
17112,1426,0,1,536
17124,1427,0,1,507
17220,1435,0,1,494
17232,1436,0,1,519
17244,1437,0,1,523
17256,1438,0,1,479
17268,1439,0,1,481
17280,1440,0,1,518
17304,1442,0,1,507
17316,1443,0,1,477
17364,1447,0,1,562
17388,1449,0,1,488
17412,1451,0,1,486
17436,1453,0,1,459
17448,1454,0,1,456
17484,1457,0,1,458
17496,1458,0,1,499
17544,1462,0,1,521
17556,1463,0,1,497
17580,1465,0,1,503
17628,1469,0,1,465
17640,1470,0,1,469
17652,1471,0,1,479
17688,1474,0,1,464
17700,1475,0,1,463
17736,1478,0,1,459
17748,1479,0,1,503
17784,1482,0,1,523
17820,1485,0,1,500
17832,1486,0,1,525
17868,1489,0,1,489
17880,1490,0,1,494
17916,1493,0,1,488
17952,1496,0,1,499
17964,1497,0,1,487
17988,1499,0,1,496
18000,1500,0,1,467
18036,1503,0,1,475
18060,1505,0,1,501
18072,1506,0,1,501
18096,1508,0,1,543
18132,1511,0,1,500
18168,1514,0,1,493
18252,1521,0,1,530
18264,1522,0,1,502
18288,1524,0,1,494
18312,1526,0,1,492
18336,1528,0,1,541
18348,1529,0,1,484
18444,1537,0,1,523
18480,1540,0,1,496
18504,1542,0,1,461
18528,1544,0,1,489
18552,1546,0,1,498
18588,1549,0,1,503
18648,1554,0,1,478
18708,1559,0,1,541
18720,1560,0,1,507
18744,1562,0,1,509
18756,1563,0,1,456
18768,1564,0,1,481
18780,1565,0,1,501
18816,1568,0,1,513
18828,1569,0,1,486
18840,1570,0,1,476
18864,1572,0,1,513
18876,1573,0,1,496
18900,1575,0,1,523
18936,1578,0,1,481
18972,1581,0,1,506
18984,1582,0,1,504
19008,1584,0,1,469
19032,1586,0,1,512
19044,1587,0,1,461
19056,1588,0,1,493
19080,1590,0,1,513
19092,1591,0,1,487
19116,1593,0,1,495
19152,1596,0,1,466
19176,1598,0,1,449
19188,1599,0,1,444
19236,1603,0,1,497
19272,1606,0,1,496
19284,1607,0,1,500
19296,1608,0,1,465
19320,1610,0,1,497
19332,1611,0,1,508
19344,1612,0,1,497
19356,1613,0,1,483
19368,1614,0,1,506
19380,1615,0,1,485
19392,1616,0,1,516
19404,1617,0,1,492
19416,1618,0,1,499
19428,1619,0,1,507
19452,1621,0,1,484
19464,1622,0,1,488
19476,1623,0,1,489
19512,1626,0,1,519
19560,1630,0,1,461
19572,1631,0,1,493
19584,1632,0,1,476
19596,1633,0,1,462
19608,1634,0,1,486
19620,1635,0,1,464
19644,1637,0,1,513
19656,1638,0,1,491
19668,1639,0,1,488
19680,1640,0,1,514
19692,1641,0,1,451
19704,1642,0,1,551
19716,1643,0,1,486
19740,1645,0,1,480
19776,1648,0,1,498
19788,1649,0,1,500
19812,1651,0,1,482
19824,1652,0,1,457
19836,1653,0,1,462
19848,1654,0,1,487
19872,1656,0,1,449
19896,1658,0,1,483
19932,1661,0,1,513
19944,1662,0,1,515
20052,1671,0,1,461
20064,1672,0,1,496
20076,1673,0,1,502
20088,1674,0,1,483
20100,1675,0,1,524
20112,1676,0,1,474
20124,1677,0,1,515
20148,1679,0,1,490
20172,1681,0,1,486
20184,1682,0,1,532
20220,1685,0,1,513
20232,1686,0,1,474
20280,1690,0,1,482
20304,1692,0,1,477
20328,1694,0,1,502
20340,1695,0,1,456
20352,1696,0,1,483
20364,1697,0,1,459
20376,1698,0,1,457
20412,1701,0,1,535
20424,1702,0,1,511
20448,1704,0,1,522
20484,1707,0,1,483
20496,1708,0,1,513
20544,1712,0,1,479
20568,1714,0,1,482
20592,1716,0,1,469
20616,1718,0,1,520
20628,1719,0,1,475
20688,1724,0,1,512
20724,1727,0,1,468
20748,1729,0,1,505
20772,1731,0,1,489
20784,1732,0,1,496
20808,1734,0,1,516
20832,1736,0,1,514
20844,1737,0,1,499
20904,1742,0,1,505
20916,1743,0,1,487
20928,1744,0,1,548
20976,1748,0,1,497
21036,1753,0,1,514
21060,1755,0,1,441
21096,1758,0,1,464
21132,1761,0,1,552
21156,1763,0,1,491
21228,1769,0,1,462
21240,1770,0,1,490
21252,1771,0,1,475
21264,1772,0,1,520
21288,1774,0,1,445
21324,1777,0,1,492
21336,1778,0,1,492
21360,1780,0,1,464
21372,1781,0,1,501
21384,1782,0,1,475
21420,1785,0,1,458
21432,1786,0,1,491
21456,1788,0,1,485
21480,1790,0,1,497
21492,1791,0,1,483
21504,1792,0,1,481
21516,1793,0,1,493
21528,1794,0,1,485
21540,1795,0,1,495
21564,1797,0,1,487
21576,1798,0,1,519
21588,1799,0,1,505
21600,1800,0,1,481
21636,1803,0,1,485
21648,1804,0,1,485
21684,1807,0,1,511
21708,1809,0,1,489
21720,1810,0,1,459
21780,1815,0,1,515
21828,1819,0,1,477
21840,1820,0,1,508
21864,1822,0,1,556
21876,1823,0,1,510
21912,1826,0,1,483
21960,1830,0,1,477
21972,1831,0,1,486
22032,1836,0,1,447
22056,1838,0,1,481
22068,1839,0,1,477
22116,1843,0,1,482
22140,1845,0,1,500
22176,1848,0,1,513
22188,1849,0,1,511
22200,1850,0,1,492
22212,1851,0,1,456
22248,1854,0,1,516
22272,1856,0,1,514
22308,1859,0,1,495
22320,1860,0,1,521
22344,1862,0,1,492
22356,1863,0,1,522
22368,1864,0,1,495
22404,1867,0,1,486
22428,1869,0,1,491
22440,1870,0,1,507
22452,1871,0,1,521
22476,1873,0,1,451
22488,1874,0,1,513
22500,1875,0,1,485
22524,1877,0,1,527
22536,1878,0,1,492
22560,1880,0,1,472
22572,1881,0,1,465
22596,1883,0,1,498
22632,1886,0,1,489
22644,1887,0,1,505
22656,1888,0,1,515
22680,1890,0,1,466
22704,1892,0,1,483
22716,1893,0,1,497
22752,1896,0,1,481
22764,1897,0,1,520
22776,1898,0,1,509
22788,1899,0,1,484
22800,1900,0,1,471
22812,1901,0,1,495
22824,1902,0,1,492
22848,1904,0,1,469
22860,1905,0,1,514
22872,1906,0,1,485
22884,1907,0,1,493
22920,1910,0,1,509
22932,1911,0,1,465
22944,1912,0,1,491
22956,1913,0,1,474
23028,1919,0,1,536
23040,1920,0,1,473
23052,1921,0,1,530
23064,1922,0,1,470
23088,1924,0,1,462
23100,1925,0,1,458
23112,1926,0,1,493
23184,1932,0,1,488
23196,1933,0,1,460
23208,1934,0,1,475
23268,1939,0,1,468
23292,1941,0,1,504
23316,1943,0,1,501
23352,1946,0,1,493
23364,1947,0,1,423
23376,1948,0,1,458
23388,1949,0,1,492
23424,1952,0,1,463
23448,1954,0,1,494
23460,1955,0,1,499
23472,1956,0,1,487
23532,1961,0,1,501
23568,1964,0,1,484
23580,1965,0,1,487
23604,1967,0,1,480
23640,1970,0,1,482
23652,1971,0,1,505
23676,1973,0,1,501
23724,1977,0,1,458
23736,1978,0,1,473
23748,1979,0,1,503
23760,1980,0,1,497
23772,1981,0,1,477
23784,1982,0,1,494
23796,1983,0,1,490
23820,1985,0,1,486
23844,1987,0,1,475
23892,1991,0,1,498
23904,1992,0,1,494
23916,1993,0,1,511
23928,1994,0,1,535
23940,1995,0,1,455
23952,1996,0,1,499
23964,1997,0,1,472
23976,1998,0,1,533
24000,2000,0,1,511
24024,2002,0,1,462
24048,2004,0,1,534
24072,2006,0,1,504
24084,2007,0,1,475
24096,2008,0,1,498
24120,2010,0,1,453
24144,2012,0,1,543
24168,2014,0,1,505
24180,2015,0,1,505
24192,2016,0,1,467
24204,2017,0,1,527
24216,2018,0,1,470
24276,2023,0,1,494
24288,2024,0,1,478
24312,2026,0,1,486
24324,2027,0,1,508
24360,2030,0,1,483
24396,2033,0,1,492
24444,2037,0,1,468
24456,2038,0,1,518
24528,2044,0,1,522
24540,2045,0,1,508
24576,2048,0,1,485
24600,2050,0,1,447
24612,2051,0,1,490
24624,2052,0,1,482
24672,2056,0,1,497
24732,2061,0,1,526
24744,2062,0,1,486
24756,2063,0,1,477
24768,2064,0,1,508
24780,2065,0,1,544
24828,2069,0,1,496
24900,2075,0,1,500
24984,2082,0,1,477
24996,2083,0,1,494
25020,2085,0,1,468
25032,2086,0,1,490
25044,2087,0,1,509
25080,2090,0,1,468
25104,2092,0,1,509
25116,2093,0,1,490
25164,2097,0,1,469
25212,2101,0,1,481
25236,2103,0,1,512
25248,2104,0,1,519
25260,2105,0,1,519
25272,2106,0,1,466
25308,2109,0,1,517
25320,2110,0,1,451
25332,2111,0,1,494
25368,2114,0,1,487
25380,2115,0,1,451
25404,2117,0,1,504
25464,2122,0,1,479
25488,2124,0,1,507
25536,2128,0,1,474
25560,2130,0,1,512
25572,2131,0,1,505
25584,2132,0,1,479
25596,2133,0,1,470
25608,2134,0,1,488
25644,2137,0,1,508
25680,2140,0,1,491
25692,2141,0,1,459
25716,2143,0,1,495
25812,2151,0,1,475
25908,2159,0,1,516
25920,2160,0,1,453
25932,2161,0,1,493
25956,2163,0,1,469
25980,2165,0,1,483
25992,2166,0,1,492
26016,2168,0,1,502
26028,2169,0,1,504
26040,2170,0,1,476
26076,2173,0,1,488
26088,2174,0,1,490
26112,2176,0,1,478
26160,2180,0,1,530
26184,2182,0,1,494
26208,2184,0,1,520
26220,2185,0,1,485
26256,2188,0,1,486
26268,2189,0,1,483
26304,2192,0,1,500
26316,2193,0,1,502
26340,2195,0,1,525
26364,2197,0,1,468
26376,2198,0,1,489
26388,2199,0,1,505
26412,2201,0,1,450
26448,2204,0,1,503
26460,2205,0,1,527
26484,2207,0,1,473
26496,2208,0,1,455
26532,2211,0,1,485
26544,2212,0,1,483
26652,2221,0,1,473
26712,2226,0,1,472
26724,2227,0,1,511
26736,2228,0,1,491
26748,2229,0,1,503
26772,2231,0,1,502
26784,2232,0,1,503
26796,2233,0,1,462
26820,2235,0,1,502
26832,2236,0,1,527
26868,2239,0,1,504
26880,2240,0,1,472
26892,2241,0,1,470
26928,2244,0,1,509
26952,2246,0,1,498
26964,2247,0,1,499
26976,2248,0,1,488
26988,2249,0,1,481
27000,2250,0,1,525
27012,2251,0,1,499
27048,2254,0,1,524
27060,2255,0,1,457
27084,2257,0,1,482
27096,2258,0,1,490
27120,2260,0,1,499
27144,2262,0,1,467
27168,2264,0,1,525
27180,2265,0,1,508
27192,2266,0,1,481
27276,2273,0,1,496
27336,2278,0,1,487
27372,2281,0,1,481
27396,2283,0,1,457
27420,2285,0,1,475
27444,2287,0,1,475
27456,2288,0,1,501
27468,2289,0,1,459
27480,2290,0,1,533
27492,2291,0,1,477
27516,2293,0,1,474
27528,2294,0,1,455
27564,2297,0,1,500
27636,2303,0,1,515
27648,2304,0,1,518
27660,2305,0,1,487
27684,2307,0,1,511
27708,2309,0,1,541
27756,2313,0,1,488
27768,2314,0,1,483
27780,2315,0,1,448
27792,2316,0,1,448
27852,2321,0,1,488
27864,2322,0,1,475
27876,2323,0,1,486
27900,2325,0,1,479
27924,2327,0,1,453
27972,2331,0,1,492
27984,2332,0,1,523
28008,2334,0,1,491
28044,2337,0,1,494
28056,2338,0,1,496
28068,2339,0,1,423
28080,2340,0,1,495
28092,2341,0,1,479
28116,2343,0,1,521
28140,2345,0,1,502
28152,2346,0,1,512
28188,2349,0,1,482
28224,2352,0,1,463
28260,2355,0,1,515
28320,2360,0,1,498
28344,2362,0,1,492
28356,2363,0,1,471
28368,2364,0,1,482
28380,2365,0,1,463
28392,2366,0,1,500
28404,2367,0,1,477
28416,2368,0,1,517
