30;230;220;168;56;Winterthur;Zürich;Hagenbuch;Hagenbuch;;47.4988196,8.7236889;47.5213595,8.8890608
31;261;134;1;72;Zürich;Zürich;Hütten;Hütten;;47.3768866,8.541694;47.174274,8.666808
32;1322;134;674;72;Freienbach;Schwyz;Hütten;Hütten;;47.2064107,8.7565933;47.174274,8.666808
33;1323;134;697;72;Wollerau;Schwyz;Hütten;Hütten;;47.19717,8.71338;47.174274,8.666808
34;1704;134;743;72;Menzingen;Zug;Hütten;Hütten;;47.1778831,8.5912483;47.174274,8.666808
35;6297;134;2424;72;Visp;Wallis;Hütten;Hütten;;46.2947277,7.8821204;47.174274,8.666808
36;261;87;1;73;Zürich;Zürich;Hüttikon;Hüttikon;;47.3768866,8.541694;47.4445367,8.3868213
37;371;174;201;74;Biel (BE);Bern;Illnau-Effretikon;Illnau-Effretikon;;47.1367785,7.2467909;47.4272742,8.6903376
38;5757;174;2160;74;Orbe;Waadt;Illnau-Effretikon;Illnau-Effretikon;;46.7293301,6.5323588;47.4272742,8.6903376
39;261;6;1;75;Zürich;Zürich;Kappel am Albis;Kappel am Albis;;47.3768866,8.541694;47.2273614,8.5268129
40;55;6;38;75;Eglisau;Zürich;Kappel am Albis;Kappel am Albis;;47.5762223,8.5219809;47.2273614,8.5268129
41;67;6;114;75;Rafz;Zürich;Kappel am Albis;Kappel am Albis;;47.6114723,8.5402379;47.2273614,8.5268129
42;2703;6;1042;75;Riehen;Basel;Kappel am Albis;Kappel am Albis;;47.5848274,7.6499111;47.2273614,8.5268129
43;5890;6;2258;75;Vevey;Waadt;Kappel am Albis;Kappel am Albis;;46.4628333,6.8419192;47.2273614,8.5268129
44;5586;62;1914;78;Lausanne;Waadt;Kloten;Kloten;;46.5196535,6.6322734;47.4495116,8.5821648
45;1067;7;638;79;Udligenswil;Luzern;Knonau;Knonau;;47.0905768,8.4016959;47.22365,8.46278
46;1708;7;747;79;Steinhausen;Zug;Knonau;Knonau;;47.197193,8.4850173;47.22365,8.46278
47;3901;7;1267;79;Chur;Graubünden;Knonau;Knonau;;46.8507835,9.5319859;47.22365,8.46278
48;4236;7;1568;79;Muri (AG);Aargau;Knonau;Knonau;;47.2735792,8.3415566;47.22365,8.46278
49;9;34;91;83;Mettmenstetten;Zürich;Laufen-Uhwiesen;Laufen-Uhwiesen;;47.2437032,8.4628831;47.6700922,8.6362791
50;2903;34;1142;83;Löhningen;Schaffhausen;Laufen-Uhwiesen;Laufen-Uhwiesen;;48.6592022,8.940526;47.6700922,8.6362791
51;2937;34;1144;83;Neuhausen am Rheinfall;Schaffhausen;Laufen-Uhwiesen;Laufen-Uhwiesen;;47.6837423,8.6126098;47.6700922,8.6362791
52;3276;155;1259;86;Wartau;Sankt Gallen;Männedorf;Männedorf;;47.09181,9.47739;47.2574625,8.6946733
53;3722;155;1303;86;Domat/Ems;Graubünden;Männedorf;Männedorf;;46.8336355,9.4473545;47.2574625,8.6946733
54;1067;8;638;88;Udligenswil;Luzern;Maschwanden;Maschwanden;;47.0905768,8.4016959;47.2348501,8.425838
55;1703;8;742;88;Hünenberg;Zug;Maschwanden;Maschwanden;;47.1771936,8.4271865;47.2348501,8.425838
56;1708;8;747;88;Steinhausen;Zug;Maschwanden;Maschwanden;;47.197193,8.4850173;47.2348501,8.425838
57;3901;8;1267;88;Chur;Graubünden;Maschwanden;Maschwanden;;46.8507835,9.5319859;47.2348501,8.425838
58;4021;8;1455;88;Baden;Aargau;Maschwanden;Maschwanden;;47.47288,8.30809;47.2348501,8.425838
59;4236;8;1568;88;Muri (AG);Aargau;Maschwanden;Maschwanden;;47.2735792,8.3415566;47.2348501,8.425838
60;5855;195;2036;89;Dully;Waadt;Maur;Maur;;46.4322894,6.2971136;47.3404954,8.6696688
61;4026;91;1497;97;Ennetbaden;Aargau;Niederweningen;Niederweningen;;47.4795038,8.3143249;47.5077974,8.3788864
62;261;246;1;107;Zürich;Zürich;Oetwil an der Limmat;Oetwil an der Limmat;;47.3768866,8.541694;47.4274949,8.394824
63;1102;66;635;108;Sempach;Luzern;Opfikon;Opfikon;;47.1341481,8.1933634;47.4346801,8.5671098
64;3231;66;1186;108;Au (SG);Sankt Gallen;Opfikon;Opfikon;;47.431055,9.6343097;47.4346801,8.5671098
65;261;67;1;114;Zürich;Zürich;Rafz;Rafz;;47.3768866,8.541694;47.6114723,8.5402379
66;217;67;39;114;Elgg;Zürich;Rafz;Rafz;;47.4910721,8.8665461;47.6114723,8.5402379
67;261;138;1;118;Zürich;Zürich;Richterswil;Richterswil;;47.3768866,8.541694;47.2053892,8.7070691
68;6297;138;2424;118;Visp;Wallis;Richterswil;Richterswil;;46.2947277,7.8821204;47.2053892,8.7070691
69;6153;247;2364;128;Monthey;Wallis;Schlieren;Schlieren;;46.2521873,6.9469598;47.3982611,8.448795
70;261;140;1;130;Zürich;Zürich;Schönenberg (ZH);Schönenberg (ZH);;47.3768866,8.541694;47.1932312,8.644027
71;1322;140;674;130;Freienbach;Schwyz;Schönenberg (ZH);Schönenberg (ZH);;47.2064107,8.7565933;47.1932312,8.644027
72;1323;140;697;130;Wollerau;Schwyz;Schönenberg (ZH);Schönenberg (ZH);;47.19717,8.71338;47.1932312,8.644027
73;1704;140;743;130;Menzingen;Zug;Schönenberg (ZH);Schönenberg (ZH);;47.1778831,8.5912483;47.1932312,8.644027
74;197;197;131;131;Schwerzenbach;Zürich;Schwerzenbach;Schwerzenbach;;47.3825634,8.6577503;47.3825634,8.6577503
75;230;158;168;135;Winterthur;Zürich;Stäfa;Stäfa;;47.4988196,8.7236889;40.9676093,29.1044417
76;2888;250;1083;148;Langenbruck;Basel Land;Urdorf;Urdorf;;47.3483495,7.7686817;47.3867071,8.420693
77;158;198;135;149;Stäfa;Zürich;Uster;Uster;;40.9676093,29.1044417;47.3482747,8.7178739
78;5635;198;2043;149;Ecublens (VD);Waadt;Uster;Uster;;46.5296363,6.5615252;47.3482747,8.7178739
79;9;199;91;151;Mettmenstetten;Zürich;Volketswil;Volketswil;;47.2437032,8.4628831;47.3895115,8.6874496
80;198;120;149;153;Uster;Zürich;Wald (ZH);Wald (ZH);;47.3482747,8.7178739;47.2771375,8.9155608
81;120;120;153;153;Wald (ZH);Zürich;Wald (ZH);Wald (ZH);;47.2771375,8.9155608;47.2771375,8.9155608
82;261;251;1;159;Zürich;Zürich;Weiningen (ZH);Weiningen (ZH);;47.3768866,8.541694;47.4197021,8.4344485
83;1407;121;698;162;Sarnen;Obwalden;Wetzikon (ZH);Wetzikon (ZH);;46.8959313,8.2456758;47.3270602,8.801356
84;115;230;53;168;Gossau (ZH);Zürich;Winterthur;Winterthur;;47.3064531,8.7586121;47.4988196,8.7236889
85;261;231;1;169;Zürich;Zürich;Zell (ZH);Zell (ZH);;47.3768866,8.541694;47.4442589,8.7984569
86;247;231;128;169;Schlieren;Zürich;Zell (ZH);Zell (ZH);;47.3982611,8.448795;47.4442589,8.7984569
87;194;351;54;172;Greifensee;Zürich;Bern;Bern;;47.3665785,8.6794982;46.9479739,7.4474468
88;2701;351;1040;172;Basel;Basel;Bern;Bern;;47.5595986,7.5885761;46.9479739,7.4474468
89;4255;351;1565;172;Mumpf;Aargau;Bern;Bern;;47.5461315,7.9196279;46.9479739,7.4474468
90;1702;404;741;222;Cham;Zug;Burgdorf;Burgdorf;;47.181225,8.4592089;47.0559357,7.6272243
91;2895;690;1121;233;Waldenburg;Basel Land;Court;Court;;47.3815278,7.7469396;46.189908,9.0195414
92;6453;494;2449;266;Enges;Neuchâtel;Gals;Gals;;47.0566208,7.012101;47.0281883,7.050374
93;6453;495;2449;267;Enges;Neuchâtel;Gampelen;Gampelen;;47.0566208,7.012101;47.014664,7.0578947
94;351;929;172;299;Bern;Bern;Hilterfingen;Hilterfingen;;46.9479739,7.4474468;46.7439605,7.6472306
95;929;929;299;299;Hilterfingen;Bern;Hilterfingen;Hilterfingen;;46.7439605,7.6472306;46.7439605,7.6472306
96;351;739;172;312;Bern;Bern;Ipsach;Ipsach;;46.9479739,7.4474468;47.1143109,7.232491
97;354;739;330;312;Kirchlindach;Bern;Ipsach;Ipsach;;46.9997652,7.4140521;47.1143109,7.232491
98;6741;435;2565;338;Le Bémont;Jura;La Ferrière;La Ferrière;;46.5202721,6.678129;47.1418557,6.8931182
99;6742;435;2567;338;Les Bois;Jura;La Ferrière;La Ferrière;;47.1774878,6.9052937;47.1418557,6.8931182
100;2895;387;1121;351;Waldenburg;Basel Land;Lengnau (BE);Lengnau (BE);;47.3815278,7.7469396;47.18076,7.3692807
101;785;785;372;372;Meiringen;Bern;Meiringen;Meiringen;;46.7251614,8.1909081;46.7251614,8.1909081
102;5269;785;1770;372;Breggia;Tessin;Meiringen;Meiringen;;45.866667,9.033333;46.7251614,8.1909081
103;306;356;363;391;Lyss;Bern;Muri bei Bern;Muri bei Bern;;47.0746504,7.3077022;46.9350521,7.4984728
104;2895;442;1121;446;Waldenburg;Basel Land;Romont (BE);Romont (BE);;47.3815278,7.7469396;47.1889747,7.3392264
105;939;939;493;493;Steffisburg;Bern;Steffisburg;Steffisburg;;46.7788438,7.6347832;46.7788438,7.6347832
106;5890;939;2258;493;Vevey;Waadt;Steffisburg;Steffisburg;;46.4628333,6.8419192;46.7788438,7.6347832
107;942;942;504;504;Thun;Bern;Thun;Thun;;46.7579868,7.6279881;46.7579868,7.6279881
108;2196;942;750;504;Fribourg;Fribourg;Thun;Thun;;46.8064773,7.1619719;46.7579868,7.6279881
109;6453;501;2449;513;Enges;Neuchâtel;Tschugg;Tschugg;;47.0566208,7.012101;47.0259262,7.0782281
110;3953;359;1342;524;Maienfeld;Graubünden;Vechigen;Vechigen;;47.00571,9.530813;46.9470299,7.5614952
111;3943;359;1347;524;Mastrils;Graubünden;Vechigen;Vechigen;;46.96628,9.54229;46.9470299,7.5614952
112;1051;1061;562;561;Adligenswil;Luzern;Luzern;Luzern;;47.071186,8.3647405;47.0501682,8.3093072
113;2601;1061;918;561;Solothurn;Solothurn;Luzern;Luzern;;47.2088348,7.532291;47.0501682,8.3093072
114;6608;1061;2493;561;Carouge (GE);Genf;Luzern;Luzern;;46.1829674,6.1378539;47.0501682,8.3093072
115;6630;1061;2514;561;Meyrin;Genf;Luzern;Luzern;;46.2283204,6.070988;47.0501682,8.3093072
116;261;1123;1;566;Zürich;Zürich;Altishofen;Altishofen;;47.3768866,8.541694;47.2022847,7.9669609
117;5046;1123;1894;566;Semione;Tessin;Altishofen;Altishofen;;46.4075638,8.9702528;47.2022847,7.9669609
118;1331;1055;680;590;Küssnacht am Rigi;Schwyz;Gisikon;Gisikon;;47.0843237,8.4431621;47.1276261,8.4012374
119;1703;1055;742;590;Hünenberg;Zug;Gisikon;Gisikon;;47.1771936,8.4271865;47.1276261,8.4012374
120;1331;1057;680;600;Küssnacht am Rigi;Schwyz;Honau;Honau;;47.0843237,8.4431621;47.1306454,8.4063308
121;1703;1057;742;600;Hünenberg;Zug;Honau;Honau;;47.1771936,8.4271865;47.1306454,8.4063308
122;261;1058;1;601;Zürich;Zürich;Horw;Horw;;47.3768866,8.541694;47.0184461,8.3079399
123;246;1058;107;601;Oetwil an der Limmat;Zürich;Horw;Horw;;47.4274949,8.394824;47.0184461,8.3079399
124;5586;1058;1914;601;Lausanne;Waadt;Horw;Horw;;46.5196535,6.6322734;47.0184461,8.3079399
125;261;1059;1;604;Zürich;Zürich;Kriens;Kriens;;47.3768866,8.541694;47.0341978,8.2772552
126;246;1059;107;604;Oetwil an der Limmat;Zürich;Kriens;Kriens;;47.4274949,8.394824;47.0341978,8.2772552
127;5586;1059;1914;604;Lausanne;Waadt;Kriens;Kriens;;46.5196535,6.6322734;47.0341978,8.2772552
128;4323;1063;1454;609;Bad Zurzach;Aargau;Meggen;Meggen;;47.5877895,8.2933248;47.0458287,8.3724158
129;1331;1064;680;610;Küssnacht am Rigi;Schwyz;Meierskappel;Meierskappel;;47.0843237,8.4431621;47.1244436,8.4432688
130;1703;1064;742;610;Hünenberg;Zug;Meierskappel;Meierskappel;;47.1771936,8.4271865;47.1244436,8.4432688
131;2701;1065;1040;626;Basel;Basel;Root;Root;;47.5595986,7.5885761;47.1149422,8.3900853
132;6297;1065;2424;626;Visp;Wallis;Root;Root;;46.2947277,7.8821204;47.1149422,8.3900853
133;4227;1041;1464;631;Bettwil;Aargau;Schongau;Schongau;;47.2903281,8.2693321;47.8150246,10.8942968
134;1063;1069;609;642;Meggen;Luzern;Weggis;Weggis;;47.0458287,8.3724158;47.0338792,8.425278
135;1213;1201;660;648;Schattdorf;Uri;Altdorf (UR);Altdorf (UR);;46.8642346,8.6481594;46.8821272,8.6428436
136;2701;1201;1040;648;Basel;Basel;Altdorf (UR);Altdorf (UR);;47.5595986,7.5885761;46.8821272,8.6428436
137;4095;1341;1478;670;Brugg;Aargau;Altendorf;Altendorf;;47.4867355,8.2109103;47.1914822,8.8299043
138;4121;1341;1641;670;Villigen;Aargau;Altendorf;Altendorf;;47.5262164,8.2147881;47.1914822,8.8299043
139;1301;1301;672;672;Einsiedeln;Schwyz;Einsiedeln;Einsiedeln;;47.127353,8.7451537;47.127353,8.7451537
140;2701;1321;1040;673;Basel;Basel;Feusisberg;Feusisberg;;47.5595986,7.5885761;47.1869781,8.7469796
141;6297;1321;2424;673;Visp;Wallis;Feusisberg;Feusisberg;;46.2947277,7.8821204;47.1869781,8.7469796
142;161;1322;170;674;Zollikon;Zürich;Freienbach;Freienbach;;47.3412096,8.5772146;47.2064107,8.7565933
143;4021;1322;1455;674;Baden;Aargau;Freienbach;Freienbach;;47.47288,8.30809;47.2064107,8.7565933
144;4082;1322;1654;674;Wohlen (AG);Aargau;Freienbach;Freienbach;;47.3493653,8.2768762;47.2064107,8.7565933
145;5586;1375;1914;694;Lausanne;Waadt;Unteriberg;Unteriberg;;46.5196535,6.6322734;47.0593246,8.8019535
146;261;1323;1;697;Zürich;Zürich;Wollerau;Wollerau;;47.3768866,8.541694;47.19717,8.71338
147;1710;1407;749;698;Walchwil;Zug;Sarnen;Sarnen;;47.100183,8.5162335;46.8959313,8.2456758
148;4021;1407;1455;698;Baden;Aargau;Sarnen;Sarnen;;47.47288,8.30809;46.8959313,8.2456758
149;5586;1407;1914;698;Lausanne;Waadt;Sarnen;Sarnen;;46.5196535,6.6322734;46.8959313,8.2456758
150;5646;1407;2221;698;Saint-Prex;Waadt;Sarnen;Sarnen;;46.4829113,6.4583435;46.8959313,8.2456758
151;5648;1407;2224;698;Saint-Sulpice (VD);Waadt;Sarnen;Sarnen;;46.510114,6.5581951;46.8959313,8.2456758
152;5586;1402;1914;700;Lausanne;Waadt;Engelberg;Engelberg;;46.5196535,6.6322734;46.8200266,8.4069918
153;1404;1404;702;702;Kerns;Obwalden;Kerns;Kerns;;46.9022606,8.2763586;46.9022606,8.2763586
154;261;1509;1;705;Zürich;Zürich;Stans;Stans;;47.3768866,8.541694;46.9571926,8.3659672
155;191;1509;35;705;Dübendorf;Zürich;Stans;Stans;;47.3971476,8.6180128;46.9571926,8.3659672
156;1509;1505;705;710;Stans;Nidwalden;Ennetbürgen;Ennetbürgen;;46.9571926,8.3659672;46.9851573,8.413513
157;246;1507;107;712;Oetwil an der Limmat;Zürich;Hergiswil (NW);Hergiswil (NW);;47.4274949,8.394824;46.9905821,8.3083735
158;5586;1507;1914;712;Lausanne;Waadt;Hergiswil (NW);Hergiswil (NW);;46.5196535,6.6322734;46.9905821,8.3083735
159;5635;1507;2043;712;Ecublens (VD);Waadt;Hergiswil (NW);Hergiswil (NW);;46.5296363,6.5615252;46.9905821,8.3083735
160;1703;1510;742;714;Hünenberg;Zug;Stansstad;Stansstad;;47.1771936,8.4271865;46.977594,8.3374207
161;2765;1510;1053;714;Binningen;Basel Land;Stansstad;Stansstad;;47.5378697,7.5709878;46.977594,8.3374207
162;4166;1510;1521;714;Herznach;Aargau;Stansstad;Stansstad;;47.4742674,8.0507173;46.977594,8.3374207
163;4253;1613;1549;725;Magden;Aargau;Linthal;Linthal;;47.5266505,7.814835;46.9218287,8.9996438
164;351;1711;172;739;Bern;Bern;Zug;Zug;;46.9479739,7.4474468;47.1661672,8.5154946
165;2254;1711;790;739;Courtepin;Fribourg;Zug;Zug;;46.8653104,7.1238213;47.1661672,8.5154946
166;2782;1711;1059;739;Brislach;Basel Land;Zug;Zug;;47.41885,7.5427693;47.1661672,8.5154946
167;3231;1711;1186;739;Au (SG);Sankt Gallen;Zug;Zug;;47.431055,9.6343097;47.1661672,8.5154946
168;3276;1711;1259;739;Wartau;Sankt Gallen;Zug;Zug;;47.09181,9.47739;47.1661672,8.5154946
169;3238;1711;1262;739;Widnau;Sankt Gallen;Zug;Zug;;47.4055145,9.6375563;47.1661672,8.5154946
170;2701;1701;1040;740;Basel;Basel;Baar;Baar;;47.5595986,7.5885761;47.1953729,8.526087
171;2703;1701;1042;740;Riehen;Basel;Baar;Baar;;47.5848274,7.6499111;47.1953729,8.526087
172;3954;1701;1344;740;Malans;Graubünden;Baar;Baar;;46.9816699,9.5758945;47.1953729,8.526087
173;5890;1701;2258;740;Vevey;Waadt;Baar;Baar;;46.4628333,6.8419192;47.1953729,8.526087
174;6153;1701;2364;740;Monthey;Wallis;Baar;Baar;;46.2521873,6.9469598;47.1953729,8.526087
175;2701;1702;1040;741;Basel;Basel;Cham;Cham;;47.5595986,7.5885761;47.181225,8.4592089
176;3901;1702;1267;741;Chur;Graubünden;Cham;Cham;;46.8507835,9.5319859;47.181225,8.4592089
177;3722;1702;1303;741;Domat/Ems;Graubünden;Cham;Cham;;46.8336355,9.4473545;47.181225,8.4592089
178;4021;1703;1455;742;Baden;Aargau;Hünenberg;Hünenberg;;47.47288,8.30809;47.1771936,8.4271865
179;141;1710;140;749;Thalwil;Zürich;Walchwil;Walchwil;;47.2949282,8.5644799;47.100183,8.5162335
180;2321;2321;753;753;Attalens;Fribourg;Attalens;Attalens;;46.5103309,6.8485685;46.5103309,6.8485685
181;5886;2321;2142;753;Montreux;Waadt;Attalens;Attalens;;46.4312213,6.9106799;46.5103309,6.8485685
182;2701;2061;1040;754;Basel;Basel;Auboranges;Auboranges;;47.5595986,7.5885761;46.5822239,6.8052223
183;2701;2066;1040;773;Basel;Basel;Chapelle;Chapelle;;47.5595986,7.5885761;46.5857175,6.8392134
184;2223;2096;836;874;Le Glèbe;Fribourg;Romont;Romont;;46.2339777,6.0557663;46.691887,6.9118086
185;2765;2471;1053;926;Binningen;Basel Land;Bättwil;Bättwil;;47.5378697,7.5709878;47.491449,7.509510
186;4253;2471;1549;926;Magden;Aargau;Bättwil;Bättwil;;47.5266505,7.814835;47.491449,7.509510
187;5611;2471;2228;926;Savigny;Waadt;Bättwil;Bättwil;;46.5383864,6.7321079;47.491449,7.509510
188;5890;2471;2258;926;Vevey;Waadt;Bättwil;Bättwil;;46.4628333,6.8419192;47.491449,7.509510
189;261;2473;1;942;Zürich;Zürich;Dornach;Dornach;;47.3768866,8.541694;47.4790491,7.6170412
190;158;2473;135;942;Stäfa;Zürich;Dornach;Dornach;;40.9676093,29.1044417;47.4790491,7.6170412
191;4172;2473;1566;942;Münchwilen (AG);Aargau;Dornach;Dornach;;47.5399234,7.9667513;47.4790491,7.6170412
192;4021;2401;1455;944;Baden;Aargau;Egerkingen;Egerkingen;;47.47288,8.30809;47.3214014,7.7936947
193;5586;2401;1914;944;Lausanne;Waadt;Egerkingen;Egerkingen;;46.5196535,6.6322734;47.3214014,7.7936947
194;2581;2574;1013;945;Olten;Solothurn;Eppenberg-Wöschnau;Eppenberg-Wöschnau;;47.3499624,7.9037034;47.3758233,8.02418
195;4005;2574;1499;945;Erlinsbach;Aargau;Eppenberg-Wöschnau;Eppenberg-Wöschnau;;47.4067819,8.0111999;47.3758233,8.02418
196;2701;2546;1040;957;Basel;Basel;Grenchen;Grenchen;;47.5595986,7.5885761;47.1922876,7.3958907
197;261;2402;1;964;Zürich;Zürich;Härkingen;Härkingen;;47.3768866,8.541694;51.7102808,4.0879282
198;141;2402;140;964;Thalwil;Zürich;Härkingen;Härkingen;;47.2949282,8.5644799;51.7102808,4.0879282
199;2772;2618;1101;970;Pfeffingen;Basel Land;Himmelried;Himmelried;;47.4586328,7.5900291;47.42219,7.59808
200;4172;2618;1566;970;Münchwilen (AG);Aargau;Himmelried;Himmelried;;47.5399234,7.9667513;47.42219,7.59808
201;4172;2475;1566;971;Münchwilen (AG);Aargau;Hochwald;Hochwald;;47.5399234,7.9667513;47.4574646,7.6431883
202;4253;2476;1549;972;Magden;Aargau;Hofstetten-Flüh;Hofstetten-Flüh;;47.5266505,7.814835;47.4769723,7.5117799
203;4253;2477;1549;997;Magden;Aargau;Metzerlen-Mariastein;Metzerlen-Mariastein;;47.5266505,7.814835;47.46586,7.46494
204;2701;2478;1040;1005;Basel;Basel;Nuglar-St.Pantaleon;Nuglar-St.Pantaleon;;47.5595986,7.5885761;47.4713115,7.6928374
205;2829;2478;1043;1005;Liestal;Basel Land;Nuglar-St.Pantaleon;Nuglar-St.Pantaleon;;47.4866143,7.7334272;47.4713115,7.6928374
206;5130;2581;1902;1013;Tegna;Tessin;Olten;Olten;;46.186706,8.7443382;47.3499624,7.9037034
207;2581;2583;1013;1021;Olten;Solothurn;Schönenwerd;Schönenwerd;;47.3499624,7.9037034;47.3736954,8.0023269
208;4005;2583;1499;1021;Erlinsbach;Aargau;Schönenwerd;Schönenwerd;;47.4067819,8.0111999;47.3736954,8.0023269
209;230;2701;168;1040;Winterthur;Zürich;Basel;Basel;;47.4988196,8.7236889;47.5595986,7.5885761
210;5422;2703;1924;1042;Aubonne;Waadt;Riehen;Riehen;;46.4953291,6.3918325;47.5848274,7.6499111
211;261;2761;1;1044;Zürich;Zürich;Aesch (BL);Aesch (BL);;47.3768866,8.541694;47.4672734,7.5979344
212;261;2763;1;1049;Zürich;Zürich;Arlesheim;Arlesheim;;47.3768866,8.541694;47.499576,7.6192212
213;5611;2764;2228;1052;Savigny;Waadt;Biel-Benken (BL);Biel-Benken (BL);;46.5383864,6.7321079;47.506272,7.5255321
214;2765;2765;1053;1053;Binningen;Basel Land;Binningen;Binningen;;47.5378697,7.5709878;47.5378697,7.5709878
215;3251;2765;1183;1053;Altstätten;Sankt Gallen;Binningen;Binningen;;47.3774633,9.5469133;47.5378697,7.5709878
216;4021;2765;1455;1053;Baden;Aargau;Binningen;Binningen;;47.47288,8.30809;47.5378697,7.5709878
217;5586;2765;1914;1053;Lausanne;Waadt;Binningen;Binningen;;46.5196535,6.6322734;47.5378697,7.5709878
218;4253;2781;1549;1055;Magden;Aargau;Blauen;Blauen;;47.5266505,7.814835;47.4501556,7.5187797
219;5611;2781;2228;1055;Savigny;Waadt;Blauen;Blauen;;46.5383864,6.7321079;47.4501556,7.5187797
220;2782;2782;1059;1059;Brislach;Basel Land;Brislach;Brislach;;47.41885,7.5427693;47.41885,7.5427693
221;261;2785;1;1067;Zürich;Zürich;Duggingen;Duggingen;;47.3768866,8.541694;47.4527468,7.6050304
222;5611;2768;2228;1069;Savigny;Waadt;Ettingen;Ettingen;;46.5383864,6.7321079;47.4819119,7.5448507
223;2782;2786;1059;1074;Brislach;Basel Land;Grellingen;Grellingen;;47.41885,7.5427693;47.4409994,7.5905459
224;4021;2888;1455;1083;Baden;Aargau;Langenbruck;Langenbruck;;47.47288,8.30809;47.3483495,7.7686817
225;2782;2787;1059;1085;Brislach;Basel Land;Laufen;Laufen;;47.41885,7.5427693;47.4204213,7.5004874
226;1058;2853;601;1091;Horw;Luzern;Maisprach;Maisprach;;47.0184461,8.3079399;47.5238529,7.8468307
227;261;2769;1;1092;Zürich;Zürich;Münchenstein;Münchenstein;;47.3768866,8.541694;47.5226485,7.6150661
228;2782;2789;1059;1094;Brislach;Basel Land;Nenzlingen;Nenzlingen;;47.41885,7.5427693;47.447616,7.5619487
229;5611;2771;2228;1098;Savigny;Waadt;Oberwil (BL);Oberwil (BL);;46.5383864,6.7321079;47.5159745,7.5582003
230;261;2772;1;1101;Zürich;Zürich;Pfeffingen;Pfeffingen;;47.3768866,8.541694;47.4586328,7.5900291
231;2701;2772;1040;1101;Basel;Basel;Pfeffingen;Pfeffingen;;47.5595986,7.5885761;47.4586328,7.5900291
