"Código","Departamento","Provincia","Distrito","Mes","Año","Casos","Muertes Covid","Muertes totales"
10108,"AMAZONAS","CHACHAPOYAS","HUANCAS","02","2021",1,0,0
10108,"AMAZONAS","CHACHAPOYAS","HUANCAS","03","2021",1,0,0
10108,"AMAZONAS","CHACHAPOYAS","HUANCAS","04","2021",2,0,1
10108,"AMAZONAS","CHACHAPOYAS","HUANCAS","05","2021",0,0,0
10108,"AMAZONAS","CHACHAPOYAS","HUANCAS","06","2021",0,0,0
10108,"AMAZONAS","CHACHAPOYAS","HUANCAS","07","2021",0,0,0
10108,"AMAZONAS","CHACHAPOYAS","HUANCAS","08","2021",0,0,0
10108,"AMAZONAS","CHACHAPOYAS","HUANCAS","09","2021",0,0,0
10108,"AMAZONAS","CHACHAPOYAS","HUANCAS","10","2021",0,0,2
10108,"AMAZONAS","CHACHAPOYAS","HUANCAS","11","2021",0,0,1
10108,"AMAZONAS","CHACHAPOYAS","HUANCAS","12","2021",0,0,0
10108,"AMAZONAS","CHACHAPOYAS","HUANCAS","01","2022",0,0,0
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","03","2020",0,0,2
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","04","2020",0,0,2
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","05","2020",1,0,5
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","06","2020",0,1,1
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","07","2020",4,0,2
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","08","2020",7,0,1
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","09","2020",8,0,0
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","10","2020",10,0,5
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","11","2020",6,0,5
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","12","2020",0,0,2
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","01","2021",3,0,1
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","02","2021",8,1,3
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","03","2021",22,0,0
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","04","2021",17,0,4
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","05","2021",7,0,4
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","06","2021",8,0,5
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","07","2021",1,1,6
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","08","2021",8,0,3
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","09","2021",0,0,0
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","10","2021",0,0,0
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","11","2021",0,0,1
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","12","2021",1,0,0
10109,"AMAZONAS","CHACHAPOYAS","LA JALCA","01","2022",7,0,0
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","03","2020",0,0,3
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","04","2020",2,0,1
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","05","2020",2,0,1
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","06","2020",3,0,2
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","07","2020",0,0,3
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","08","2020",5,0,2
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","09","2020",4,0,1
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","10","2020",0,0,1
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","11","2020",0,0,2
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","12","2020",1,0,4
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","01","2021",13,1,4
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","02","2021",34,1,3
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","03","2021",35,0,0
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","04","2021",38,0,0
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","05","2021",28,1,1
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","06","2021",4,2,3
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","07","2021",0,1,2
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","08","2021",2,0,0
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","09","2021",6,0,0
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","10","2021",5,0,2
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","11","2021",3,0,1
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","12","2021",3,0,2
10110,"AMAZONAS","CHACHAPOYAS","LEIMEBAMBA","01","2022",1,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","03","2020",0,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","04","2020",1,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","05","2020",2,1,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","06","2020",0,0,2
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","07","2020",4,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","08","2020",0,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","09","2020",2,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","10","2020",2,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","11","2020",0,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","12","2020",0,1,1
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","01","2021",0,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","02","2021",4,1,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","03","2021",6,1,2
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","04","2021",13,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","05","2021",2,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","06","2021",0,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","07","2021",0,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","08","2021",0,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","09","2021",0,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","10","2021",0,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","11","2021",1,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","12","2021",0,0,0
10112,"AMAZONAS","CHACHAPOYAS","MAGDALENA","01","2022",0,0,0
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","03","2020",0,0,0
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","04","2020",0,0,0
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","05","2020",0,0,1
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","06","2020",1,0,3
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","07","2020",1,0,0
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","08","2020",1,0,1
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","09","2020",2,0,1
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","10","2020",0,0,0
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","11","2020",0,0,1
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","12","2020",1,0,0
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","01","2021",0,0,1
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","02","2021",1,1,1
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","03","2021",6,1,1
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","04","2021",2,1,2
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","05","2021",2,0,0
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","06","2021",0,0,3
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","07","2021",0,0,2
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","08","2021",0,0,0
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","09","2021",4,1,2
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","10","2021",0,0,1
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","11","2021",0,0,1
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","12","2021",0,0,1
10113,"AMAZONAS","CHACHAPOYAS","MARISCAL CASTILLA","01","2022",4,0,0
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","03","2020",0,0,1
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","04","2020",0,0,3
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","05","2020",4,0,0
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","06","2020",0,0,0
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","07","2020",0,0,0
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","08","2020",0,0,0
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","09","2020",4,0,0
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","10","2020",0,0,0
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","11","2020",0,0,0
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","12","2020",0,0,0
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","01","2021",0,0,1
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","02","2021",13,2,0
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","03","2021",6,0,1
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","04","2021",22,2,0
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","05","2021",11,1,1
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","06","2021",0,1,1
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","07","2021",2,0,1
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","08","2021",1,0,2
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","09","2021",0,0,0
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","10","2021",0,0,1
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","11","2021",0,0,0
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","12","2021",0,0,0
10114,"AMAZONAS","CHACHAPOYAS","MOLINOPAMPA","01","2022",0,0,0
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","03","2020",0,0,0
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","04","2020",0,0,0
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","05","2020",1,0,0
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","06","2020",0,1,1
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","07","2020",1,0,1
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","08","2020",0,0,0
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","09","2020",1,0,1
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","10","2020",0,0,0
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","11","2020",0,0,0
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","12","2020",0,0,0
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","01","2021",2,0,0
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","02","2021",0,0,0
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","03","2021",17,2,2
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","04","2021",4,0,0
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","05","2021",0,0,1
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","06","2021",3,0,0
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","07","2021",0,0,0
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","08","2021",0,0,1
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","09","2021",0,0,0
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","10","2021",0,0,0
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","11","2021",1,0,0
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","12","2021",0,0,0
10115,"AMAZONAS","CHACHAPOYAS","MONTEVIDEO","01","2022",0,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","03","2020",0,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","04","2020",1,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","05","2020",0,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","06","2020",0,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","07","2020",1,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","08","2020",3,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","09","2020",1,0,1
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","10","2020",0,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","11","2020",0,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","12","2020",0,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","01","2021",2,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","02","2021",2,1,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","03","2021",1,1,2
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","04","2021",4,3,1
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","05","2021",0,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","06","2021",0,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","07","2021",0,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","08","2021",0,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","09","2021",0,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","10","2021",0,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","11","2021",0,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","12","2021",0,0,0
10118,"AMAZONAS","CHACHAPOYAS","SAN FRANCISCO DE DAGUAS","01","2022",0,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","03","2020",0,0,1
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","04","2020",0,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","05","2020",1,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","06","2020",0,0,1
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","07","2020",2,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","08","2020",0,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","09","2020",2,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","10","2020",1,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","11","2020",0,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","12","2020",0,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","01","2021",1,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","02","2021",0,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","03","2021",0,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","04","2021",3,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","05","2021",1,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","06","2021",0,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","07","2021",0,1,1
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","08","2021",0,1,1
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","09","2021",0,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","10","2021",0,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","11","2021",0,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","12","2021",0,0,0
10119,"AMAZONAS","CHACHAPOYAS","SAN ISIDRO DE MAINO","01","2022",0,0,0
10120,"AMAZONAS","CHACHAPOYAS","SOLOCO","03","2020",0,0,0
10120,"AMAZONAS","CHACHAPOYAS","SOLOCO","04","2020",0,0,0
10120,"AMAZONAS","CHACHAPOYAS","SOLOCO","05","2020",0,0,0
10120,"AMAZONAS","CHACHAPOYAS","SOLOCO","06","2020",0,0,0
10120,"AMAZONAS","CHACHAPOYAS","SOLOCO","07","2020",0,0,0
10120,"AMAZONAS","CHACHAPOYAS","SOLOCO","08","2020",5,0,0
10120,"AMAZONAS","CHACHAPOYAS","SOLOCO","09","2020",4,1,1
10120,"AMAZONAS","CHACHAPOYAS","SOLOCO","10","2020",3,1,3
10120,"AMAZONAS","CHACHAPOYAS","SOLOCO","11","2020",1,0,1
10120,"AMAZONAS","CHACHAPOYAS","SOLOCO","12","2020",0,0,1
10120,"AMAZONAS","CHACHAPOYAS","SOLOCO","01","2021",1,0,1
10120,"AMAZONAS","CHACHAPOYAS","SOLOCO","02","2021",1,3,7
