DISTRITO,prec_min,prec_max,prec_mean,prec_std,pbi_per_capita,tasa_pobreza
CAPAZO,308.8865051269531,432.083251953125,373.52159288194446,40.652971946223296,6562.47728646413,23.410774685437964
CANDARAVE,228.6865234375,496.7353820800781,345.6043294270833,88.64085475438,7443.0230700085485,64.66515020525551
ISLAY,9.32132339477539,19.98979377746582,12.499126434326172,3.8965601774452616,4680.9950779819155,2.4554450740727027
TORATA,30.19502067565918,438.4172668457031,160.9075469970703,122.87493833217641,4411.380127757988,28.806094922418602
MOQUEGUA,1.668137788772583,99.23377990722656,15.32958799419981,19.95878209677334,10437.577467182593,32.0153975764815
CUCHUMBAYA,,,,,12068.72008571247,41.286794874090205
PISACOMA,345.2205505371094,506.5758361816406,444.26568603515625,54.44606306262637,7783.969635258998,26.469747302063432
COCACHACRA,2.2288782596588135,9.100851058959961,4.630947875976562,1.918480299155691,11010.598693676073,29.620758092561534
MOLLENDO,5.817272663116455,9.393951416015625,7.992462158203125,1.2402227076339354,9084.908075142903,19.125271488673135
LA CAPILLA,5.468591213226318,212.61468505859375,50.751961844308035,69.26901977056777,6064.640736184627,29.03690411867661
CAMANA,,,,,9084.186816525242,19.852115867538842
QUINISTAQUILLAS,223.66392517089844,274.4653625488281,249.06463623046875,25.40071868896599,12614.109699397908,34.323578347840765
JOSE MARIA QUIMPER,,,,,7892.521882670146,19.45584495934549
KELLUYO,456.8634338378906,523.9893798828125,489.80634765625,24.16346206022562,12693.930967442018,30.656505908532797
SAN CRISTOBAL,352.7982482910156,447.2822265625,396.32904052734375,40.6289359062054,140.76468773076704,24.561057794725325
DESAGUADERO,615.1153564453125,615.1153564453125,615.1153564453125,0.0,10465.707513125672,41.89075376158252
SAMUEL PASTOR,10.438843727111816,10.438843727111816,10.438843727111816,0.0,8261.141204714513,24.229094146172706
QUEQUEÑA,,,,,7102.977948602398,-1.595487023103221
OMATE,268.1097717285156,344.9598388671875,306.5347900390625,38.425033569338964,8275.282329606507,43.92882251070988
SANTA ROSA,416.6865539550781,655.9932250976562,509.5124405570652,58.43604252161006,2037.2932561973212,11.414015487060716
YARABAMBA,16.970613479614258,55.76887893676758,30.136520385742188,18.127063801249577,7340.984336487464,15.193504920267703
POLOBAYA,53.234901428222656,313.8319091796875,163.28150939941406,94.74158400884367,9071.337714535239,16.065080589347616
MOLLEBAYA,94.72196197509766,94.72196197509766,94.72196197509766,0.0,12433.68213422455,45.61657139756226
CARUMAS,120.1946792602539,606.7019653320312,471.123828125,129.89650906491903,6445.189345179058,-7.035113209680432
PUQUINA,114.51439666748047,414.8288269042969,326.53427734375,114.30647331997537,5574.519191320437,72.0662280048999
QUILCA,10.332216262817383,17.609067916870117,13.950037002563477,3.0368385205508357,6494.72886924639,40.84085213599078
COALAQUE,402.6905822753906,415.7982177734375,409.244384765625,6.5538177490412,10746.206353106223,28.348583711937394
HUACULLANI,440.9959716796875,627.0911865234375,530.3994140625,66.61162429978825,8986.253328979054,24.176589990755705
SOCABAYA,,,,,6410.719388698883,29.283311122864852
POCSI,239.91200256347656,369.72039794921875,304.8161926269531,64.90419769287155,9539.802299340068,32.81683642569008
JACOBO HUNTER,,,,,8291.23264804412,34.678233789250854
SABANDIA,,,,,10905.934971598668,33.334066990051724
CONDURIRI,548.4331665039062,750.7890014648438,655.6218872070312,62.63068684269327,5893.840718367943,26.343710218828733
JOSE LUIS BUSTAMANTE Y RIVERO,,,,,7017.013560206696,22.039923695390108
TIABAYA,25.538349151611328,25.538349151611328,25.538349151611328,0.0,6823.675540603527,22.730900745197324
SACHACA,,,,,3609.455155603644,22.076375794709783
CHARACATO,,,,,8888.360831193728,42.00655145300597
LA JOYA,7.717258453369141,13.467845916748047,10.292322794596354,1.8120656836393905,8783.165816539668,33.90335083421293
PAUCARPATA,,,,,8015.340369927383,-19.105829519964203
SANTA RITA DE SIGUAS,6.407511234283447,9.782958030700684,8.457791137695313,1.3280439648466558,7296.238599874559,34.83851164794642
AREQUIPA,,,,,3753.887773848757,27.921042920781623
MATALAQUE,241.65707397460938,398.8556213378906,321.717236328125,51.6753769049208,6738.064031703923,24.719368653311538
YANAHUARA,,,,,6971.856450419691,19.17222320366671
UCHUMAYO,12.723071098327637,19.11042594909668,15.916748046875,3.193677425384557,5593.168192335143,41.8616907997902
NICOLAS DE PIEROLA,12.816840171813965,16.32105255126953,14.340389251708984,1.4959145529280873,7516.1428650019725,39.21289693184287
ZEPITA,540.4351196289062,778.2709350585938,659.005615234375,88.97811801476031,9212.152570443615,13.406834982645863
SAN JUAN DE SIGUAS,,,,,13658.557703631592,31.105784306868028
COPANI,,,,,8523.733438495517,10.42514898188071
MARIANO MELGAR,96.04554748535156,96.04554748535156,96.04554748535156,0.0,8772.651172168293,4.305727528166042
CHOJATA,387.29443359375,536.1150512695312,483.36551339285717,49.92803813750653,7776.662252701499,15.599241631150523
MARISCAL CACERES,10.312342643737793,16.02564811706543,12.817671457926432,2.0774249109967338,2243.686354102875,37.93590208574138
MIRAFLORES,,,,,7920.458373652349,39.2968756806413
CHIGUATA,273.23992919921875,335.7677307128906,296.2764078776042,28.053554887087092,8180.69062982308,32.69628130145939
ALTO SELVA ALEGRE,,,,,15389.726337455859,35.87643680271996
CUTURAPI,901.3602905273438,901.3602905273438,901.3602905273438,0.0,7422.917105656632,32.742674306724375
POMATA,681.1837768554688,891.9031372070312,757.9153645833334,95.07670143277079,8904.642027000837,15.377776071655717
ANAPIA,1003.4693603515625,1003.4693603515625,1003.4693603515625,0.0,7895.86469088427,31.47883817010911
LLOQUE,516.099609375,524.6708984375,520.38525390625,4.28564453125,4493.965887141404,37.00614287841523
UNICACHI,,,,,11428.468443545062,36.314369947203616
YUNGUYO,919.0469970703125,919.0469970703125,919.0469970703125,0.0,10255.799098060323,42.83370057211964
OLLARAYA,1000.97314453125,1000.97314453125,1000.97314453125,0.0,10373.095841129141,35.624557708015956
CERRO COLORADO,42.68644714355469,73.24744415283203,57.96694564819336,15.280498504638672,5271.837635615783,30.271723113123745
TINICACHI,,,,,12208.382932808297,41.052253574746416
JULI,688.8590087890625,901.9246826171875,789.7001139322916,74.81866375206293,3794.4468116231574,24.6021811112641
CAYMA,146.7146759033203,215.44064331054688,181.07766723632812,34.36298370361413,9760.571281400811,11.771880231584234
YUNGA,,,,,14571.366877429937,22.55399554084354
VITOR,6.508062839508057,45.94091033935547,14.632080078125,11.554815223991705,5028.391024607935,13.826460327903265
SANTA ISABEL DE SIGUAS,12.234134674072266,33.535736083984375,22.88493537902832,10.650800704956055,6301.106811191685,14.872325875384277
URACA,11.442133903503418,16.80936050415039,14.128982543945312,1.8652587030398056,8298.954095262923,22.832219939267233
MAJES,10.855462074279785,37.171226501464844,15.369253976004464,6.9610478175306465,6489.573037651402,13.113701185000581
OCOÑA,11.38504409790039,15.46856689453125,13.597750150240385,1.1889109118055767,3348.009706801602,20.380577055414395
PILCUYO,804.566162109375,804.566162109375,804.566162109375,0.0,8205.688924418082,-3.4042200043067865
ICHUÑA,475.2013244628906,601.8731689453125,535.6539713541666,37.23385627762347,4813.088858821686,28.199405610594077
SAN ANTONIO,517.9952392578125,594.9422607421875,560.529052734375,32.63754985591206,9420.777291905544,25.018082130433363
UBINAS,454.24481201171875,811.2274169921875,636.8849487304688,117.3342104399373,5241.72729729859,12.743670533977141
PICHACANI,497.9705810546875,758.5525512695312,603.5329241071429,74.7915468565942,12649.80321505262,34.88868502648607
YURA,30.966815948486328,496.49542236328125,249.25436401367188,137.63612161067567,5650.240122991288,39.06355206439838
SAN JUAN DE TARUCANI,265.07781982421875,842.6183471679688,495.42305715460526,189.99143907667772,7033.815451382973,0.8866020344653869
HUANCA,106.3674545288086,457.36346435546875,283.2441813151042,143.30678629623702,10440.55165210901,13.559128321506787
CHUCUITO,751.4738159179688,819.2827758789062,785.3782958984375,33.90447998046875,4307.407050698134,13.462864753190527
MARIANO NICOLAS VALCARCEL,11.556739807128906,17.83102798461914,13.273464965820313,2.308124349457348,8682.379803812388,10.90145348336703
HUANCARQUI,15.398069381713867,90.24078369140625,42.20385996500651,28.587946324764214,11921.428262847285,37.44212262897623
IRAY,62.73567581176758,285.3873291015625,174.06150817871094,111.3258266448976,3177.550296316317,22.092607918407946
APLAO,16.556320190429688,225.2976837158203,77.55774943033855,78.80432146869826,8553.901575596912,21.032277380340837
PUNO,576.8488159179688,738.860595703125,646.117333984375,70.57269239621417,8779.64838274527,-5.057935466101302
TIQUILLACA,569.2967529296875,602.2838134765625,589.0353190104166,14.227375327225433,10345.46861533193,34.5312704531384
ATICO,5.47031831741333,16.096935272216797,9.65279812282986,2.162219942689358,4289.147867365755,6.411124077197911
LLUTA,32.97112274169922,510.9785461425781,183.54216851128473,148.63506575687933,4038.630160747171,25.898989453994925
TIPAN,308.1715087890625,308.1715087890625,308.1715087890625,0.0,9565.824696850694,29.160654069372875
CARAVELI,10.779854774475098,42.937599182128906,24.110422770182293,11.288265569061558,8890.954019699559,45.40987893757976
RIO GRANDE,18.71677589416504,37.209842681884766,27.96331024169922,9.246533393859913,8751.47855103763,5.36769401321332
CHALA,6.201738357543945,10.32658863067627,7.755891799926758,1.8309593612802668,9039.344628490928,-20.292682337312378
ACHOMA,456.7969665527344,517.0017700195312,487.775390625,22.77994525109308,5959.925835264527,27.75774317130542
PAUCARCOLLA,566.952880859375,566.952880859375,566.952880859375,0.0,8696.761091483011,52.0076677226628
UÑON,126.21598815917969,157.21536254882812,141.71566772460938,15.499687194826096,8879.217419896044,43.58419529409156
MACA,479.40380859375,517.3002319335938,498.3520202636719,18.948211669921875,5856.945745920897,28.144891229119388
CABANILLAS,566.483642578125,653.8074951171875,613.0289417613636,26.526508635208625,13597.32353343427,17.62545721551929
ATUNCOLLA,,,,,9421.498762735362,37.10683894955966
YANQUE,381.86846923828125,567.9519653320312,506.0637904575893,58.6596885259661,4426.089508392054,10.39680700443297
CHUQUIBAMBA,14.952447891235352,490.40277099609375,173.09898546006946,188.78065137396686,9969.66082590149,32.14536654034329
COATA,,,,,5075.954989318036,32.5820523874994
HUAMBO,87.63410949707031,469.77362060546875,211.9012451171875,126.2552026696985,10361.253811227356,40.90314861248319
CABANACONDE,369.57904052734375,469.813720703125,434.7342122395833,46.116923860524786,11475.786737022212,66.39490058366616
SAN ANTONIO DE CHUCA,455.67431640625,715.79345703125,549.5615234375,70.17198096298259,5537.953044944868,30.886239507681506
HUATA,543.5045166015625,543.5045166015625,543.5045166015625,0.0,10890.128387732966,17.365545614387518
CHAPARRA,4.282344341278076,33.39508056640625,10.110731942313057,7.3734608731485345,9238.342780809495,24.616385317120084
CABANA,707.841796875,787.096435546875,741.1751302083334,33.55758450937033,10466.18047998347,-1.5361385733367747
PAMPACOLCA,407.3623352050781,526.0598754882812,466.71112060546875,59.348770141603524,13690.378947961843,14.579303033664127
VIRACO,478.1822814941406,478.1822814941406,478.1822814941406,0.0,7263.835651991389,18.86076342830344
ANDARAY,13.315594673156738,267.3697204589844,78.42120361328125,84.75393951131285,5738.791506927531,17.138674030981115
AYO,131.417724609375,211.47769165039062,171.4477081298828,40.02998352050781,5331.45671112343,27.28532308050583
CHIVAY,511.1689758300781,556.6380004882812,533.9035034179688,22.734512329106682,5552.5691451036855,12.66370101426699
COPORAQUE,501.3011779785156,501.3011779785156,501.3011779785156,0.0,7768.694871757687,41.81546000986707
YANAQUIHUA,47.68480682373047,158.34811401367188,98.39906141493056,36.16089586242986,9023.455924449932,25.003105973772957
ICHUPAMPA,478.03009033203125,478.03009033203125,478.03009033203125,0.0,8830.072397990058,24.860495182920783
YAUCA,5.04969596862793,6.812936305999756,6.290139007568359,0.6478655692969892,10481.54974710807,20.081579252306234
MACHAGUAY,236.3970489501953,400.3625793457031,318.37982177734375,81.98276519775426,8039.005675633721,27.327860257884687
ATIQUIPA,6.487861633300781,9.46510124206543,7.823164939880371,1.2516341741429888,12360.60223147195,37.37647397001452
CAPACHICA,576.4310302734375,807.5455322265625,691.98828125,115.5572509765625,7206.029500286132,11.993046764336496
CABANILLA,675.1564331054688,973.995361328125,787.1492919921875,120.34627567847879,16160.507499768857,15.12825266387115
MADRIGAL,416.9241943359375,463.182861328125,433.8497721354167,20.823465368198192,9877.002043295019,20.44410956835003
TILALI,,,,,5428.5273307511525,4.8119361479017755
CARACOTO,536.7236938476562,579.4420776367188,558.0828857421875,21.35919189453125,4787.322505816663,12.711132104177533
CONIMA,,,,,9447.417245729555,17.856686896830116
CHICHAS,159.71847534179688,193.28306579589844,178.20967610677084,13.91418010051394,7329.611644022447,38.11583771069091
HUANUHUANU,9.30318546295166,59.334938049316406,27.656163533528645,15.539895512590517,10142.001482276275,28.938419935028875
TUTI,569.9810791015625,569.9810791015625,569.9810791015625,0.0,9419.712873720635,27.903848670513167
PUSI,622.1676635742188,622.1676635742188,622.1676635742188,0.0,7781.513262029382,37.763469432519585
ANDAGUA,252.3949737548828,465.6916809082031,341.43876953125,90.47164815577037,5459.618845794785,22.93942317400905
CAHUACHO,30.033035278320312,215.22178649902344,105.52084350585938,60.254670366458335,3455.458325942406,30.856972748933345
LARI,490.4884338378906,632.6923828125,552.9931640625,51.16353323057225,6660.455143798937,23.451673706012556
QUICACHA,26.617610931396484,127.39116668701172,57.693023681640625,32.164408629465626,10569.196382970416,28.980435240994428
SANTA LUCIA,600.4363403320312,834.8640747070312,673.5373186383929,70.31370945964103,8642.281232390611,16.25862013582627
JULIACA,595.897216796875,901.737548828125,791.4132690429688,117.01706816798124,4262.7836638640365,-11.582257374146437
URANMARCA,1067.566650390625,1067.566650390625,1067.566650390625,0.0,8519.542777553546,22.98581256720544
ARANCAY,,,,,9155.952139186511,46.3412220414991
MORO,11.98362922668457,33.00749969482422,21.763827006022137,8.645118032041657,5348.4276913966005,38.893231033623884
MIRGAS,576.4100341796875,576.4100341796875,576.4100341796875,0.0,8461.175317836583,39.48096226886756
COISHCO,,,,,8174.626155338,43.54196082709326
LLAMELLIN,586.3203735351562,586.3203735351562,586.3203735351562,0.0,4571.0891065081305,26.32986386442156
NUEVO CHIMBOTE,6.580111026763916,7.992369174957275,7.286240100860596,0.7061290740966797,9073.36208104485,27.959735611083936
YUNGAY,382.9794616699219,541.3404541015625,487.370849609375,73.83005994279699,9682.353579104703,15.735221568484747
COCHABAMBA,457.3128356933594,3333.67041015625,1995.64453125,1061.340471494854,11249.153729525831,20.25890715959425
HUATA,160.2745361328125,160.2745361328125,160.2745361328125,0.0,11161.40615610471,34.23656724656712
NEPEÑA,6.4654951095581055,26.186975479125977,13.463453674316407,6.972729244552442,3866.9918961287267,43.05826655753224
PAMPAROMAS,40.881351470947266,104.63201904296875,67.55248260498047,23.168937510057315,5186.524880254632,22.908305864785007
SAN LUIS,775.0146484375,775.0146484375,775.0146484375,0.0,9545.10580162598,18.247161027228827
CHACCHO,697.7113037109375,697.7113037109375,697.7113037109375,0.0,9541.357852736626,25.00791938284896
SANTA,16.652843475341797,16.652843475341797,16.652843475341797,0.0,9545.143058918144,34.01810123393672
CARAZ,290.05255126953125,412.62249755859375,351.3375244140625,61.28497314453125,19558.19447196416,3.342177757996872
BAMBAS,273.0921630859375,422.50738525390625,347.7997741699219,74.70761108398438,9712.671532079501,-9.442714297058572
PAROBAMBA,1492.451904296875,1531.837890625,1512.1448974609375,19.6929931640625,11406.696920541797,16.741947257626247
UMACHIRI,700.5914306640625,755.7686767578125,732.037109375,20.77930217488814,10862.005290479607,6.68931361128762
PALLPATA,759.8361206054688,909.591796875,828.1953735351562,47.921803353987656,9954.173753917394,17.37789703529034
AZANGARO,631.6292724609375,678.3118286132812,650.0526529947916,20.115657773553846,7054.192266078963,22.783295217737926
ESPINAR,820.0986938476562,1058.94482421875,905.3439127604166,82.06783583698721,10276.907661479803,18.201273864654798
NASCA,5.885811805725098,20.128013610839844,8.418236541748048,4.045532572348576,5681.524356387285,46.787013017061184
QUILCAPUNCU,918.5108642578125,941.3927612304688,929.1580200195312,8.92344277057699,7289.544179779973,29.9011714690348
AYAVIRI,612.3145751953125,734.8060913085938,677.6436157226562,38.79959946224998,6543.90935651269,29.507115394162426
PUYCA,603.9530639648438,879.1566162109375,781.0856370192307,69.90449277911024,8245.622418158968,34.333107160651025
HUAYNACOTAS,289.3475646972656,896.5939331054688,704.8116319444445,183.3573843301548,14943.975700020526,7.917503233288464
ALTO PICHIGUA,766.3248291015625,870.0328369140625,831.16943359375,46.15265727513115,2398.204422224756,40.58667681130403
CAYARANI,581.4122924804688,817.8260498046875,753.2240397135416,62.959769048912314,10058.780571123541,23.8635357019681
PICHIGUA,836.6172485351562,878.5841064453125,857.6007080078125,20.983428955100315,3161.8523864310455,35.05720925861819
APARICIO POMARES,406.2986145019531,549.8561401367188,478.077392578125,71.77876281738443,6584.2044026317,8.922141504397668
HUANCHAY,74.28764343261719,74.28764343261719,74.28764343261719,0.0,11266.8517909021,1.693618509759034
RECUAY,514.723388671875,791.5277099609375,653.1255493164062,138.40216064453125,8192.840057286388,37.26834487037543
YANAS,,,,,4766.765666212082,30.64614289146275
TICAPAMPA,460.13433837890625,815.3316650390625,637.7330322265625,177.59866333008074,5854.088872220095,11.469226684637345
QUEROPALCA,766.2843627929688,766.2843627929688,766.2843627929688,0.0,10038.793246804027,11.955053780879584
CHIQUIAN,684.0084838867188,684.0084838867188,684.0084838867188,0.0,5808.90010484859,41.88152176622154
AMBO,824.7959594726562,1203.0263671875,1015.5057373046875,137.30178394571877,8649.375768745924,7.158821606990081
CHETILLA,,,,,8136.715519711442,49.64009429883945
BOLIVAR,639.3229370117188,1004.581298828125,837.275390625,129.2432682619464,6045.198957182549,11.49068898028197
PUEBLO NUEVO,18.652462005615234,54.61025619506836,37.7861073811849,14.770264532027348,14431.832267975977,34.57587888412574
JUANJUI,1479.95166015625,1964.1181640625,1709.8138020833333,198.41431651924208,9901.757066954033,20.07072286376523
JOSE SABOGAL,685.0469970703125,961.7498168945312,801.8603515625,97.15781561040059,1924.5722400271789,34.047811466235146
SACANCHE,1044.025390625,1453.964111328125,1248.9947509765625,204.9693603515625,8559.362944308283,16.83828996828711
ETEN PUERTO,,,,,6014.640605694836,22.558106408915588
EL ESLABON,1457.874267578125,1457.874267578125,1457.874267578125,0.0,10557.300004388671,25.613787630935818
JORGE CHAVEZ,,,,,5622.437784701899,9.967188163277909
ANTONIO RAYMONDI,254.6558380126953,254.6558380126953,254.6558380126953,0.0,7655.790675599303,36.11236518130189
CAJACAY,371.6661071777344,421.30609130859375,396.486083984375,24.819992065434377,9514.961836941371,17.301796502926223
LA LIBERTAD,,,,,10597.265582510365,21.57100126989972
QUIVILLA,,,,,4399.110778832672,10.084759380872317
COLCABAMBA,73.27081298828125,73.27081298828125,73.27081298828125,0.0,6996.496292477155,-13.435004881929657
OLLEROS,867.4312744140625,935.0386962890625,901.2349853515625,33.8037109375,6575.164066517132,22.134583560997463
PAMPAS GRANDE,6.791373252868652,27.649261474609375,20.610790252685547,9.772368803003994,6040.012302278865,61.18923132419374
CARHUAPAMPA,111.28294372558594,111.28294372558594,111.28294372558594,0.0,13296.362720843292,36.769064318470356
PAUCAS,537.9866333007812,537.9866333007812,537.9866333007812,0.0,9214.945132882867,24.71109430398408
SANTA ROSA,420.3797912597656,420.3797912597656,420.3797912597656,0.0,4217.348136994864,21.056637561875984
CORONGO,570.84130859375,570.84130859375,570.84130859375,0.0,10753.585841164328,25.336988392180697
HUACRACHUCO,688.7614135742188,1360.1524658203125,979.445556640625,261.1306728260267,14366.4685910379,33.20678672762815
ACO,659.1386108398438,659.1386108398438,659.1386108398438,0.0,11097.39578165344,7.287807770367326
SANTIAGO DE CHOCORVOS,39.161949157714844,536.230224609375,314.55854936079544,182.60724511601612,3441.8901021379597,41.71482542003308
OLLACHEA,634.76806640625,2098.962646484375,1301.82421875,514.8341377041401,6547.297781401246,35.73071973161866
ANDAHUAYLILLAS,627.6194458007812,668.1099243164062,647.8646850585938,20.2452392578125,11800.73344755987,35.772785885619015
SAN CLEMENTE,6.2998223304748535,6.2998223304748535,6.2998223304748535,0.0,5876.991603143658,31.57713608214591
HUANCARAMA,1139.92041015625,1362.4757080078125,1251.197998046875,111.27764892579799,9331.458284438686,25.29424986540985
INDEPENDENCIA,6.686184883117676,6.99116849899292,6.838676452636719,0.15249180793780845,10323.90216028801,35.0929185395023
ACORA,580.4307861328125,888.03076171875,739.1301700367648,102.16804860247335,5219.208585265751,33.87721200612067
MAÑAZO,551.07861328125,671.402587890625,617.9638671875,50.033805095818664,7821.4239318146,19.68938933588464
VILQUE,642.8961181640625,661.6367797851562,652.2664794921875,9.37033081059657,-1723.8020202072184,16.395973406546485
CHILCAYMARCA,338.6348571777344,478.27227783203125,408.45355224609375,69.8187103271501,4926.83707599713,26.5278444289298
CALLALLI,561.9324340820312,1026.3629150390625,743.78515625,128.47131143059886,7242.295545820519,48.23530227242781
TAPAY,449.45220947265625,521.09521484375,485.2737121582031,35.821502685546875,4256.650454105451,6.4133938651914875
TARACO,607.5958862304688,662.1046142578125,634.8502197265625,27.25436401368896,12897.233911794905,2.9871210137133986
