conglome,vivienda,hogar,dominio,registro_sunarp,nbi1,nbi2,nbi3,nbi4,nbi5,longitud,latitud,prog_mujer,prog_juntos,prog_juvenil,beca18,bonogas,bono_ind,bono_uni,retiro_afp
006044,075,11,8,,0,0,0,0,0,-77.117737,-11.872937,0,0,0,0,0,0,0,0
006044,089,11,8,,0,0,0,0,0,-77.117737,-11.872937,0,0,0,0,0,0,0,1
006044,101,11,8,1,0,0,0,0,0,-77.117737,-11.872937,0,0,0,0,0,0,0,0
006044,127,11,8,,0,0,0,0,0,-77.117737,-11.872937,0,0,0,0,0,0,0,0
006047,013,11,8,,0,0,0,0,0,-77.129211,-11.874263,0,0,0,0,0,0,0,0
006047,026,11,8,,0,0,0,0,0,-77.129211,-11.874263,0,0,0,1,0,0,0,0
006047,079,11,8,,0,0,0,0,0,-77.129211,-11.874263,0,0,0,0,0,0,0,0
006047,092,11,8,,0,0,0,0,0,-77.129211,-11.874263,0,0,0,0,0,0,0,0
006051,015,11,8,,0,0,0,0,0,-77.132355,-11.881452,0,0,0,0,0,0,0,0
006051,054,11,8,,0,0,0,0,0,-77.132355,-11.881452,0,0,0,0,0,0,0,0
006051,074,11,8,,0,0,0,0,0,-77.132355,-11.881452,0,0,0,0,1,0,0,0
006051,113,11,8,,0,0,0,0,0,-77.132355,-11.881452,0,0,0,0,0,0,0,0
006051,133,11,8,,0,0,0,0,0,-77.132355,-11.881452,0,0,0,0,0,0,0,0
006051,172,11,8,,0,0,0,0,0,-77.132355,-11.881452,0,0,0,0,0,0,0,0
006052,003,11,8,1,0,0,0,0,0,-77.12709,-11.882327,0,0,0,0,0,0,0,0
006052,018,11,8,1,0,0,0,0,0,-77.12709,-11.882327,0,0,0,0,0,0,0,0
006052,025,11,8,,0,0,0,0,0,-77.12709,-11.882327,0,0,0,0,0,1,0,0
006052,033,11,8,1,0,0,0,0,0,-77.12709,-11.882327,0,0,0,0,0,0,0,0
006052,040,11,8,1,0,0,0,0,0,-77.12709,-11.882327,,,,,,,,
006052,070,11,8,,0,0,0,0,0,-77.12709,-11.882327,0,0,0,0,0,0,0,0
006052,078,11,8,1,0,0,0,0,0,-77.12709,-11.882327,0,0,0,0,0,0,0,0
006053,005,11,8,,0,0,0,0,0,-77.132835,-11.883815,0,0,0,0,1,0,0,0
006053,039,11,8,,0,0,0,0,0,-77.132835,-11.883815,0,0,0,0,1,1,0,0
006053,056,11,8,,0,0,0,0,0,-77.132835,-11.883815,0,0,0,0,0,0,0,0
006053,090,11,8,,0,0,0,0,0,-77.132835,-11.883815,0,0,0,0,0,1,0,0
006053,108,11,8,,0,0,0,0,0,-77.132835,-11.883815,0,0,0,0,1,0,0,0
006053,142,11,8,,0,0,0,0,0,-77.132835,-11.883815,0,0,0,0,0,0,0,0
006054,012,11,8,1,0,0,0,0,0,-77.130409,-11.886412,0,0,0,0,0,1,0,1
006054,031,11,8,1,0,0,0,0,0,-77.130409,-11.886412,0,0,0,0,0,0,0,0
006054,049,11,8,,0,0,0,0,0,-77.130409,-11.886412,0,0,0,0,0,1,0,0
006054,106,11,8,1,0,0,0,0,0,-77.130409,-11.886412,0,0,0,0,0,0,0,1
006055,004,12,8,2,0,0,0,0,0,-77.132561,-11.894818,0,0,0,0,0,0,0,0
006055,018,11,8,1,0,0,0,0,0,-77.132561,-11.894818,0,0,0,0,0,1,0,1
006055,046,11,8,1,0,0,0,0,0,-77.132561,-11.894818,0,0,0,0,0,0,1,0
006055,060,11,8,1,0,0,0,0,0,-77.132561,-11.894818,,,,,,,,
006055,074,11,8,,0,0,0,0,0,-77.132561,-11.894818,0,0,0,0,0,0,0,0
006055,088,11,8,2,0,0,0,0,0,-77.132561,-11.894818,0,0,0,0,0,0,1,1
006056,031,11,8,,0,0,0,0,0,-77.129501,-11.898122,0,0,0,0,0,0,0,0
006056,047,11,8,,0,0,0,0,0,-77.129501,-11.898122,0,0,0,0,0,0,0,1
006056,063,11,8,,0,0,0,0,0,-77.129501,-11.898122,0,0,0,0,0,0,0,0
006056,080,11,8,,0,0,0,0,0,-77.129501,-11.898122,0,0,0,0,0,0,0,1
006056,095,11,8,,0,0,0,0,0,-77.129501,-11.898122,0,0,0,0,0,0,0,0
006056,144,11,8,,0,0,0,0,0,-77.129501,-11.898122,0,0,0,0,0,0,0,0
006057,013,11,8,,0,0,0,0,0,-77.124878,-11.897841,0,0,0,0,0,0,0,0
006057,016,11,8,,1,0,0,0,0,-77.124878,-11.897841,0,0,0,0,0,0,0,0
006057,069,11,8,,0,0,0,0,0,-77.124878,-11.897841,0,0,0,0,0,0,0,0
006057,071,11,8,,0,0,0,0,0,-77.124878,-11.897841,0,0,0,0,0,0,0,0
006057,085,11,8,,0,0,0,0,0,-77.124878,-11.897841,0,0,0,0,0,0,0,1
006057,096,11,8,,1,0,0,0,0,-77.124878,-11.897841,0,0,0,0,0,0,0,0
006058,012,11,8,1,0,0,0,0,0,-77.129555,-11.895302,0,0,0,0,0,0,0,0
006058,030,11,8,1,0,0,0,0,0,-77.129555,-11.895302,0,0,0,0,0,0,0,0
006058,048,11,8,1,0,1,0,0,0,-77.129555,-11.895302,0,0,0,0,0,0,0,1
006058,118,11,8,,0,0,0,0,0,-77.129555,-11.895302,0,0,0,0,0,0,1,0
006058,153,11,8,1,0,0,0,0,0,-77.129555,-11.895302,0,0,0,0,0,0,1,0
006059,002,11,8,,0,0,0,0,0,-77.127975,-11.889523,0,0,0,0,0,0,0,0
006059,034,11,8,,0,0,0,0,0,-77.127975,-11.889523,0,0,0,0,0,0,0,0
006059,040,11,8,,0,0,0,0,0,-77.127975,-11.889523,0,0,0,0,0,1,0,0
006059,053,11,8,,0,0,0,0,0,-77.127975,-11.889523,0,0,0,0,0,0,0,0
006059,062,11,8,,0,0,0,0,0,-77.127975,-11.889523,0,0,0,0,1,0,0,0
006059,070,11,8,,0,0,0,0,0,-77.127975,-11.889523,0,0,0,0,0,0,0,0
006059,127,11,8,,0,0,0,0,0,-77.127975,-11.889523,0,0,0,0,0,0,0,0
006060,001,11,8,1,0,0,0,0,0,-77.118858,-11.889675,0,0,0,0,0,0,0,0
006060,022,11,8,1,0,0,0,0,0,-77.118858,-11.889675,0,0,0,0,0,0,0,0
006060,032,11,8,1,0,0,0,0,0,-77.118858,-11.889675,0,0,0,0,0,0,0,0
006060,053,11,8,1,0,0,0,0,0,-77.118858,-11.889675,0,0,0,0,0,0,0,0
006060,065,11,8,1,0,0,0,0,0,-77.118858,-11.889675,0,0,0,0,0,1,0,0
006060,082,11,8,1,0,0,0,0,0,-77.118858,-11.889675,0,0,0,0,0,0,0,0
006060,093,11,8,,0,0,0,0,0,-77.118858,-11.889675,0,0,0,0,0,0,0,0
006061,024,11,8,1,0,0,0,0,0,-77.110863,-11.890871,0,0,0,0,0,0,0,0
006061,036,11,8,1,0,0,0,0,0,-77.110863,-11.890871,0,0,0,0,0,0,0,0
006061,048,11,8,1,0,0,0,0,0,-77.110863,-11.890871,0,0,0,0,0,0,0,0
006061,061,11,8,,0,0,0,0,0,-77.110863,-11.890871,0,0,0,0,0,0,0,0
006061,073,11,8,1,0,0,0,0,0,-77.110863,-11.890871,0,0,0,0,0,0,0,0
006061,086,11,8,,0,0,0,0,0,-77.110863,-11.890871,0,0,0,0,0,0,0,0
006061,109,11,8,,0,0,0,0,0,-77.110863,-11.890871,0,0,0,0,0,0,0,0
006061,121,11,8,2,0,0,0,0,0,-77.110863,-11.890871,0,0,0,0,0,1,0,0
006063,012,11,8,1,0,0,0,0,0,-77.154785,-11.826426,0,0,0,0,0,0,0,0
006063,028,11,8,,0,0,0,0,0,-77.154785,-11.826426,0,0,0,0,0,0,0,0
006063,044,11,8,,0,0,0,0,0,-77.154785,-11.826426,0,0,0,0,0,0,0,0
006063,060,11,8,1,0,0,0,0,0,-77.154785,-11.826426,0,0,0,0,0,0,0,0
006063,090,11,8,1,0,0,0,0,0,-77.154785,-11.826426,0,0,0,0,0,0,0,0
006063,106,11,8,,0,0,0,0,0,-77.154785,-11.826426,,,,,,,,
006064,008,11,8,1,0,0,0,0,0,-77.146538,-11.825249,0,0,0,0,0,0,1,0
006064,026,11,8,,0,0,0,0,0,-77.146538,-11.825249,0,0,0,0,0,0,1,0
006064,064,11,8,,0,0,0,0,0,-77.146538,-11.825249,0,0,0,0,0,0,0,0
006064,081,11,8,,0,0,0,0,0,-77.146538,-11.825249,0,0,0,0,0,0,0,0
006064,100,11,8,,0,0,0,0,0,-77.146538,-11.825249,0,0,0,0,0,1,0,0
006064,119,11,8,,0,0,0,0,0,-77.146538,-11.825249,0,0,0,0,0,0,0,0
006065,001,11,8,,0,0,0,0,0,-77.143715,-11.828746,0,0,0,0,0,0,0,0
006065,029,11,8,,0,0,0,0,0,-77.143715,-11.828746,0,0,0,0,0,0,0,0
006065,044,11,8,1,0,0,0,0,0,-77.143715,-11.828746,0,0,0,0,1,0,1,0
006065,058,11,8,,0,0,0,0,0,-77.143715,-11.828746,0,0,0,0,0,0,0,0
006065,071,11,8,,0,0,0,0,0,-77.143715,-11.828746,0,0,0,0,0,0,0,0
006065,085,11,8,1,0,0,0,0,0,-77.143715,-11.828746,0,0,0,0,0,0,0,0
006066,008,11,8,,0,0,0,0,0,-77.149582,-11.830252,0,0,0,0,0,0,1,0
006066,020,11,8,,0,0,0,0,0,-77.149582,-11.830252,0,0,0,0,0,0,1,0
006066,056,11,8,,0,0,0,0,0,-77.149582,-11.830252,0,0,0,0,0,0,1,0
006066,069,11,8,,0,0,0,0,0,-77.149582,-11.830252,0,0,0,0,0,0,0,0
006066,081,11,8,,0,0,0,0,0,-77.149582,-11.830252,0,0,0,0,0,0,0,0
006066,091,11,8,,0,0,0,0,0,-77.149582,-11.830252,0,0,0,0,0,0,0,0
006068,016,11,8,,0,0,0,0,0,-77.156479,-11.83294,0,0,0,0,0,0,0,0
006068,029,11,8,,0,0,0,0,0,-77.156479,-11.83294,0,0,0,0,0,0,0,0
006068,041,11,8,,0,0,0,0,0,-77.156479,-11.83294,0,0,0,0,0,0,0,0
006068,054,11,8,,0,1,0,0,0,-77.156479,-11.83294,0,0,0,0,0,0,0,0
006068,080,11,8,,0,0,0,0,0,-77.156479,-11.83294,0,0,0,0,0,0,0,0
006069,021,11,8,,0,0,0,0,0,-77.163818,-11.832819,0,0,0,0,0,0,0,0
006069,035,11,8,,0,0,0,0,0,-77.163818,-11.832819,0,0,0,0,0,0,0,1
006069,049,11,8,,0,0,0,0,0,-77.163818,-11.832819,0,0,0,0,0,0,0,0
006069,061,11,8,,0,0,0,0,0,-77.163818,-11.832819,0,0,0,0,0,0,0,0
006069,074,11,8,,0,0,0,0,0,-77.163818,-11.832819,,,,,,,,
006069,090,11,8,,0,0,0,0,0,-77.163818,-11.832819,0,0,0,0,0,0,0,0
006069,101,11,8,,0,0,0,0,0,-77.163818,-11.832819,0,0,0,0,0,0,0,1
006070,014,11,8,1,0,0,0,0,0,-77.164101,-11.83645,0,0,0,0,0,0,0,0
006070,027,11,8,1,0,0,0,0,0,-77.164101,-11.83645,0,0,0,0,0,0,0,0
006070,043,11,8,1,0,0,0,0,0,-77.164101,-11.83645,0,0,0,0,0,0,0,0
006070,050,11,8,1,0,0,0,0,0,-77.164101,-11.83645,0,0,0,0,0,0,0,0
006070,067,11,8,,0,0,0,0,0,-77.164101,-11.83645,0,0,0,0,0,0,0,0
006070,076,11,8,,0,0,0,0,0,-77.164101,-11.83645,0,0,0,0,0,0,0,0
006071,013,11,8,,0,0,0,0,0,-77.143837,-11.839548,0,0,0,0,0,1,0,0
006071,024,11,8,,0,0,0,0,0,-77.143837,-11.839548,0,0,0,0,0,0,0,0
006071,044,11,8,,0,0,0,0,0,-77.143837,-11.839548,0,0,0,0,0,0,0,0
006071,061,11,8,,0,0,0,0,0,-77.143837,-11.839548,0,0,0,0,0,0,0,0
006071,082,11,8,,0,0,0,0,0,-77.143837,-11.839548,0,0,0,0,1,0,0,0
006071,093,11,8,,0,0,0,0,0,-77.143837,-11.839548,0,0,0,0,0,0,0,0
006073,016,11,8,,0,0,0,0,0,-77.15567,-11.840626,0,0,0,0,0,0,1,1
006073,028,11,8,,0,1,0,0,0,-77.15567,-11.840626,,,,,,,,
006073,041,11,8,,0,0,0,0,0,-77.15567,-11.840626,0,0,0,0,0,0,0,0
006073,054,11,8,,0,0,0,0,0,-77.15567,-11.840626,0,0,0,0,0,0,0,0
006073,092,11,8,,0,0,0,0,0,-77.15567,-11.840626,0,0,0,0,0,0,1,0
006074,002,11,8,,0,0,0,0,1,-77.154228,-11.84774,0,0,0,0,0,0,0,0
006074,006,11,8,,0,0,0,0,0,-77.154228,-11.84774,0,0,0,0,0,0,1,0
006074,027,11,8,,0,0,0,0,0,-77.154228,-11.84774,0,0,0,0,0,0,0,0
006074,044,11,8,,0,0,0,0,0,-77.154228,-11.84774,0,0,0,0,0,0,0,0
006074,054,11,8,,0,0,0,0,0,-77.154228,-11.84774,0,0,0,0,0,0,0,0
006074,065,11,8,,0,0,0,0,0,-77.154228,-11.84774,0,0,0,0,0,0,0,0
006077,008,11,8,,0,0,0,0,0,-77.140404,-11.851333,0,0,0,0,0,0,1,0
006077,021,11,8,,0,0,0,0,0,-77.140404,-11.851333,0,0,0,0,0,0,0,0
006077,034,11,8,,0,0,0,0,0,-77.140404,-11.851333,0,0,0,0,0,0,0,0
006077,047,11,8,,0,0,0,0,0,-77.140404,-11.851333,0,0,0,0,0,1,0,0
006077,073,11,8,,0,0,0,0,0,-77.140404,-11.851333,0,0,0,0,0,0,0,0
006077,086,11,8,,0,0,0,0,0,-77.140404,-11.851333,0,0,0,0,0,0,1,1
006078,013,11,8,,0,0,0,0,0,-77.13662,-11.847133,0,0,0,0,0,1,0,0
006078,022,11,8,,0,0,0,0,0,-77.13662,-11.847133,0,0,0,0,0,0,0,0
006078,045,11,8,,0,0,0,0,0,-77.13662,-11.847133,0,0,0,0,0,0,1,0
006078,052,11,8,,0,0,0,0,0,-77.13662,-11.847133,0,0,0,0,0,0,0,0
006078,063,11,8,,0,0,0,0,0,-77.13662,-11.847133,0,0,0,0,0,0,0,0
006078,082,11,8,,0,1,0,0,0,-77.13662,-11.847133,0,0,0,0,1,0,0,0
006079,018,11,8,,0,0,0,0,0,-77.135117,-11.852912,0,0,0,0,0,0,0,0
006079,040,11,8,,0,0,0,0,0,-77.135117,-11.852912,0,0,0,0,0,0,0,0
006079,105,11,8,,0,0,0,0,0,-77.135117,-11.852912,0,0,0,0,0,0,0,0
006079,128,11,8,,0,0,0,0,0,-77.135117,-11.852912,0,0,0,0,0,0,0,0
006080,010,11,8,1,0,0,0,0,0,-77.127312,-11.848764,,,,,,,,
006080,024,11,8,,0,0,0,0,0,-77.127312,-11.848764,0,0,0,0,0,0,1,0
006080,053,11,8,,0,0,0,0,0,-77.127312,-11.848764,0,0,0,0,0,0,0,0
006080,067,11,8,,0,0,0,0,0,-77.127312,-11.848764,0,0,0,0,0,0,0,0
006080,084,11,8,,0,0,0,0,0,-77.127312,-11.848764,0,0,0,0,0,0,0,0
006080,099,11,8,,0,0,0,0,0,-77.127312,-11.848764,0,0,0,0,0,0,0,0
006082,009,11,8,,0,0,0,0,0,-77.140007,-11.857316,0,0,0,0,0,0,0,0
006082,011,11,8,,0,0,0,0,0,-77.140007,-11.857316,0,0,0,0,0,0,0,1
006082,017,11,8,,0,0,0,0,0,-77.140007,-11.857316,0,0,0,0,0,0,0,0
006082,029,11,8,,0,0,0,0,1,-77.140007,-11.857316,0,0,0,0,0,0,0,0
006082,081,11,8,,0,0,0,0,0,-77.140007,-11.857316,0,0,0,0,0,0,0,0
006082,110,11,8,,0,0,0,0,0,-77.140007,-11.857316,0,0,0,0,0,0,1,0
006083,017,11,8,1,0,0,0,0,0,-77.097725,-12.041015,,,,,,,,
006083,072,11,8,1,0,0,0,0,0,-77.097725,-12.041015,0,0,0,0,0,0,0,0
006083,130,11,8,,0,0,0,0,0,-77.097725,-12.041015,,,,,,,,
006083,157,11,8,,0,0,0,0,0,-77.097725,-12.041015,0,0,0,0,0,0,0,0
006084,009,11,8,,0,0,0,0,0,-77.097336,-12.043663,0,0,0,0,0,0,0,0
006084,027,11,8,1,0,0,0,0,0,-77.097336,-12.043663,0,0,0,0,0,0,0,0
006084,063,11,8,,0,0,0,0,0,-77.097336,-12.043663,0,0,0,0,0,0,0,0
006084,096,11,8,,0,0,0,0,0,-77.097336,-12.043663,0,0,0,0,0,0,1,0
006084,114,11,8,,0,0,0,0,0,-77.097336,-12.043663,0,0,0,0,0,0,0,0
006085,018,11,8,,0,0,0,0,0,-77.092545,-12.040213,0,0,0,0,0,0,0,0
006085,039,11,8,1,0,0,0,0,0,-77.092545,-12.040213,0,0,0,0,0,0,0,0
006085,061,11,8,1,0,0,0,0,0,-77.092545,-12.040213,0,0,0,0,0,0,0,0
006085,104,11,8,1,0,0,0,0,0,-77.092545,-12.040213,0,0,0,0,0,0,0,0
006085,126,11,8,,0,0,0,0,0,-77.092545,-12.040213,0,0,0,0,0,0,0,0
006085,147,11,8,,0,0,0,0,0,-77.092545,-12.040213,0,0,0,0,0,0,0,0
006085,213,11,8,2,0,0,0,0,0,-77.092545,-12.040213,0,0,0,0,0,0,0,0
006086,017,11,8,,0,0,0,0,0,-77.090256,-12.041523,0,0,0,0,0,0,0,0
006086,055,11,8,,0,0,0,0,0,-77.090256,-12.041523,0,0,0,0,0,0,1,0
006086,058,11,8,,0,0,0,0,0,-77.090256,-12.041523,0,0,0,0,0,1,1,1
006086,111,11,8,,0,0,0,0,0,-77.090256,-12.041523,0,0,0,0,0,1,0,0
006086,145,11,8,,0,0,0,0,0,-77.090256,-12.041523,0,0,0,0,0,0,0,0
006086,165,11,8,,0,0,0,0,0,-77.090256,-12.041523,0,0,0,0,0,0,0,0
006087,013,11,8,,0,0,0,0,0,-77.084991,-12.038272,0,0,0,0,0,0,0,1
006087,028,11,8,,0,0,0,0,0,-77.084991,-12.038272,0,0,0,0,0,0,0,0
006087,060,11,8,2,0,0,0,0,0,-77.084991,-12.038272,0,0,0,0,0,0,0,0
006087,072,11,8,,0,0,0,0,0,-77.084991,-12.038272,0,0,0,0,0,0,0,0
006087,089,11,8,,0,0,0,0,0,-77.084991,-12.038272,0,0,0,0,0,0,0,1
006087,102,11,8,,0,0,0,0,0,-77.084991,-12.038272,0,0,0,0,0,0,0,0
006088,006,11,8,1,0,0,0,0,0,-77.08419,-12.040834,,,,,,,,
006088,049,11,8,1,0,0,0,0,0,-77.08419,-12.040834,0,0,0,0,0,0,0,0
006088,063,11,8,2,0,0,0,0,0,-77.08419,-12.040834,0,0,0,0,0,1,0,0
006088,077,11,8,1,0,0,0,1,0,-77.08419,-12.040834,,,,,,,,
006089,002,11,8,,0,0,0,0,0,-77.083572,-12.042747,0,0,0,0,0,1,0,0
006089,046,11,8,,0,0,0,0,0,-77.083572,-12.042747,0,0,0,0,0,0,0,1
006089,072,11,8,,0,0,0,0,0,-77.083572,-12.042747,0,0,0,0,0,1,0,0
006089,131,11,8,,0,0,0,1,0,-77.083572,-12.042747,0,0,0,0,0,0,0,0
006089,140,11,8,,0,0,0,0,0,-77.083572,-12.042747,0,0,0,0,0,1,0,0
006089,162,11,8,,0,0,0,0,0,-77.083572,-12.042747,0,0,0,0,0,0,0,0
006090,001,11,8,,0,0,0,0,0,-77.132515,-12.062131,0,0,0,0,0,0,0,0
006090,023,11,8,,0,0,0,0,0,-77.132515,-12.062131,,,,,,,,
006090,045,11,8,,0,0,0,0,0,-77.132515,-12.062131,,,,,,,,
